type,comment,id,time,temp,sg,__acc_reading_doc_id,__acc_reading_data_id,timepoint,ph,pressure
manual,,manual,1731451500000,17.8,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,S3k48ZHEJEvPcpSCnNfW9mak2Z1fMD,2024-11-12T22:45:00.000Z
manual,,manual,1731438000000,17.9,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,2Lk9svEjr5rtVMaILtJOBqIzc2yWDP,2024-11-12T19:00:00.000Z
manual,,manual,1731423600000,18,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,92mtbOReR1TkRTkZwWaNqhcVhRCEV9,2024-11-12T15:00:00.000Z
manual,,manual,1731409200000,18,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,HxHFzJJ9uOmhNll4HTBD8hK5062nM4,2024-11-12T11:00:00.000Z
manual,,manual,1731394800000,18,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,oAJkRlileFATKCgDYldj3jMvrb62Hf,2024-11-12T07:00:00.000Z
manual,,manual,1731380400000,18,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,J7eeb7efd0PSauhKu4E4LD9JZcOcW7,2024-11-12T03:00:00.000Z
manual,,manual,1731366000000,18,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,gkNcG5bvXBrt534IKjJEn6lwq6g1Df,2024-11-11T23:00:00.000Z
manual,,manual,1731351600000,18,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,sjkCX6yMUm3nzKpnPs2mubUfCaXYKe,2024-11-11T19:00:00.000Z
manual,,manual,1731337200000,18,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,7zcQGzJutP9AfD8PgGev4PcM3bzo81,2024-11-11T15:00:00.000Z
manual,,manual,1731322800000,18,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,LaUqh36ypUXTKek6NLZLS0pgGfD9OC,2024-11-11T11:00:00.000Z
manual,,manual,1731308400000,18,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,3F9Ps686QSDbrpXa6IHF8tTBctlBU2,2024-11-11T07:00:00.000Z
manual,,manual,1731294000000,18,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,kEKm66ytpk2kBgTmmTP79HpgBMjGnF,2024-11-11T03:00:00.000Z
manual,,manual,1731279600000,18,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,Z8hkwrf1Ll9EzMLxV2LHTTG2FjUTSE,2024-11-10T23:00:00.000Z
manual,,manual,1731265200000,18.1,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,imNtZ2SXPkgM3SOedeEgWseMIZbXUK,2024-11-10T19:00:00.000Z
manual,,manual,1731250800000,18,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,wcPVmovMiuS4dYiiEJTBKnY5OSUM12,2024-11-10T15:00:00.000Z
manual,,manual,1731236400000,18,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,FF1h2SUJOlY4Ita3mvKnyerk9n2XR8,2024-11-10T11:00:00.000Z
manual,,manual,1731222000000,18,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,ZgEfkbmVVEJIG1IBfL7xLxUFOXhVSA,2024-11-10T07:00:00.000Z
manual,,manual,1731207600000,17.9,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,zJp2yjQcGzve7Ubi5NiCfo8U21wpiH,2024-11-10T03:00:00.000Z
manual,,manual,1731193200000,17.9,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,vaAAKIeEnDIeUgU0Zjepw88fDuTFSn,2024-11-09T23:00:00.000Z
manual,,manual,1731178800000,18,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,9iYPGOKcB2b3vHmrOaDdebMtr9DTab,2024-11-09T19:00:00.000Z
manual,,manual,1731164400000,18,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,rmNHM3ZrVolthiYQNSFCDyBW6l95dz,2024-11-09T15:00:00.000Z
manual,,manual,1731150000000,17,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,wLdyvtfDgJYsY21wMSENKcIYMdkP03,2024-11-09T11:00:00.000Z
manual,,manual,1731135600000,17.1,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,JKudLxNAdi7yvRWzH3iCWSRxdv4At9,2024-11-09T07:00:00.000Z
manual,,manual,1731121200000,17.3,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,Rht22Tr4hvWfWNAlr6J8vCK46HGNxk,2024-11-09T03:00:00.000Z
manual,,manual,1731106800000,17.5,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,P4D4lm4my8PGTmjJcdNKwIoicv1ugP,2024-11-08T23:00:00.000Z
manual,,manual,1731092400000,17.6,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,GbcMJdVAfcaJhSoqoORWJNGsTBQlbT,2024-11-08T19:00:00.000Z
manual,,manual,1731078000000,17.7,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,KbA3yrxgIgLauRxlR2192HCtvjtPFL,2024-11-08T15:00:00.000Z
manual,,manual,1731063600000,17.8,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,USYUX8aoVcVhoHHwxi2c5cPvp6nIaH,2024-11-08T11:00:00.000Z
manual,,manual,1731049200000,17.8,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,KMWbETtbfWxRnEF1VrbAHz64Eu5LDo,2024-11-08T07:00:00.000Z
manual,,manual,1731034800000,17.8,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,ZOF2BZLWZWPxzICkMIaJQqkEMxWnyV,2024-11-08T03:00:00.000Z
manual,,manual,1731020400000,17.9,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,YJQybBhcLhCH2Z5eyECkv6aPGoUTmB,2024-11-07T23:00:00.000Z
manual,,manual,1731006000000,17.9,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,dstXWSVnGEAXPpCNJaCwpbhtOkPkyz,2024-11-07T19:00:00.000Z
manual,,manual,1730991600000,18,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,TQomRoKIgyOs9GGD1A4S6iJojE4voR,2024-11-07T15:00:00.000Z
manual,,manual,1730977200000,18,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,jSWvyAMv2ijH0KkaIZqRjxiph2Pqsj,2024-11-07T11:00:00.000Z
manual,,manual,1730962800000,18,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,RW8ddOkIERMZe4qJcAmOqLww2NBLCT,2024-11-07T07:00:00.000Z
manual,,manual,1730948400000,18,,jvzWZZBn4JXkQNFJTkqMdd5dJMLCEd$0$manual$manual$0,Ug6ZHPh4JrMbftDO9JHfvDJuC12MsS,2024-11-07T03:00:00.000Z
