time,comment,sg,temp,id,type,__acc_reading_doc_id,__acc_reading_data_id,timepoint,pressure,ph
1622581798556,,,17,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,fEKRIEqX85pIKKTHbvdifM79gmkQf3,2021-06-01T21:09:58.556Z
1622563052425,,,17.5,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,WEUUKHbHw753jYVPQok2vSVNmPexdo,2021-06-01T15:57:32.425Z
1622526623346,,,17.1,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,Gx7aqrFgGTII4IVSLzv2uhtnKdEc8f,2021-06-01T05:50:23.346Z
1622496029119,,,17.5,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,QmW70YpJvhTVMUfGU4YQpHYdMJaI2S,2021-05-31T21:20:29.119Z
1622470437300,,,17.9,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,12vsCJ9bv1XSKo3HL3CBp5EgBkOSne,2021-05-31T14:13:57.300Z
1622443163248,,,17.7,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,IH8qleAdKKCqtYZRbFxDXxMgIHjSTy,2021-05-31T06:39:23.248Z
1622407649093,,,17.2,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,efEZydGNeqNckCMNRtJUiCCtYyRa2P,2021-05-30T20:47:29.093Z
1622385120000,,,17,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,bGaPyaGhz4otKW9rI5x3yGBwogzKlI,2021-05-30T14:32:00.000Z
1622359464914,,,17,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,fFNoW3ztqY1B7KEQfPQyCpGp9yxmUJ,2021-05-30T07:24:24.914Z
1622318543927,,,17.8,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,wfSI9fjPMXxpU0MVXLjv1sH0bQUIGF,2021-05-29T20:02:23.927Z
1622295944452,,,17.4,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,vZHACI2XUMYAgIpw4Dvn1ziYfHqIXa,2021-05-29T13:45:44.452Z
1622274074906,,,17.1,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,PsVjsDLlKoUmDvydz3R8RfjAs3xQTb,2021-05-29T07:41:14.906Z
1622232540000,,,17.8,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,w99Tmtm09C9pAnpX07h8QMa0iDPTJZ,2021-05-28T20:09:00.000Z
1622219436133,,,17.6,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,4hwn7hYXEeBAdD8mSGeNH4ITrnia8B,2021-05-28T16:30:36.133Z
1622184750600,,,17.2,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,0o9R4BnehrwTIETCNM3b9Q26hw6NbQ,2021-05-28T06:52:30.600Z
1622143757079,,,17.2,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,CKZLPce8d4fPqFK8jbTUwQI483ZRR5,2021-05-27T19:29:17.079Z
1622112268463,,,16.8,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,h0GI6t4iLWudT8ZhlUv0KY1rrFl7y7,2021-05-27T10:44:28.463Z
1622097360000,,,16.9,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,9RWqk8lKb71mGgLErsscJVQiptqbrw,2021-05-27T06:36:00.000Z
1622063030983,,,16.9,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,HOK8qB20aNJr6cAwmNgNjAzGRWcfoU,2021-05-26T21:03:50.983Z
1622033760000,,,17,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,b5eNF4lSS6neqNBhnZA6myitzVdR6V,2021-05-26T12:56:00.000Z
1622012219426,,,17,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,qCw5AoPYCvaPxmSdnth6nzmcVCzY12,2021-05-26T06:56:59.426Z
1621979580000,,,17.2,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,Ld85yWjirdyrMVvhCtRmY42arKWuNm,2021-05-25T21:53:00.000Z
1621943520000,,,17.4,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,V9BeYIhmwba2NZx3M3FMD4J0Dc9Jkc,2021-05-25T11:52:00.000Z
1621930200000,,,17.3,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,1fORxljinapLfLq8mWYuhjogBSRT9t,2021-05-25T08:10:00.000Z
1621892629485,,,17.6,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,mNOxyNGFdcG2BZrfv3Y9ZZdagoYZuK,2021-05-24T21:43:49.485Z
1621863300000,,,17.3,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,1o6bw3pimyDp5lkC01NRNZDHxTPzUh,2021-05-24T13:35:00.000Z
1621839120000,,,17.2,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,0xIpXDwPVUHpjsA1BlIEEp9kW4Y981,2021-05-24T06:52:00.000Z
1621806720000,,,17.2,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,pguPebC5t23RaKmwBNKWTggMccfItT,2021-05-23T21:52:00.000Z
1621787884233,,,16.7,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,hql0hbCVcEJN1TbU5SYD0b3D89impx,2021-05-23T16:38:04.233Z
1621756585067,,,16.9,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,oQmIQuZY3D59rY1HwfeItK4oVJgOWY,2021-05-23T07:56:25.067Z
1621717391976,,,17,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,rscYZyTOzBo8SnTMdYjx6s0FSAF3zo,2021-05-22T21:03:11.976Z
1621686221850,,,16.9,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,UFmKe0Y0v8lFdWS51cVd2gH5sJ3SxD,2021-05-22T12:23:41.850Z
1621674537466,,,16.9,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,uR7TUpTjOmd8NuqFuWOh6j0MZDqWGj,2021-05-22T09:08:57.466Z
1621633771220,,,17.4,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,a80F6Gp8ECLJSoSaMvndCdPWq1r9lC,2021-05-21T21:49:31.220Z
1621612571505,,,17.6,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,VtAmdzw005XKn1YyXbzM8nRzJfjZUz,2021-05-21T15:56:11.505Z
1621593630445,,,17.9,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,AKOM8EBe9R9qG2DiCesXEYF0eyPQ1q,2021-05-21T10:40:30.445Z
1621575723824,,,17.2,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,KSAvCl1qOy1W8tX66DJFtncbdf7maC,2021-05-21T05:42:03.824Z
1621527977279,,,17.7,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,A6DGA1XBLGUR4v9jPNd7QzHe9Napet,2021-05-20T16:26:17.279Z
1621514003008,,,17.7,manual,manual,lyd0tXYNEXPifUzRuJL4oykpRNAPZa$0$manual$manual$0,gUbX5ck358Ak5bBbTluJfKay4inh7i,2021-05-20T12:33:23.008Z
