comment,temp,time,sg,type,id,__acc_reading_doc_id,__acc_reading_data_id,timepoint,ph,pressure
,18.9,1748183400000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,5XLQRcNG3pThWJlAORqt7yYpOABwUU,2025-05-25T14:30:00.000Z
,17.7,1748167200000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,PqgsmSOw9YYy7AJQ5Af2X8EkgmS6JS,2025-05-25T10:00:00.000Z
,17.6,1748122200000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,f5CEa7yuPD7xqq06SxHekSXQCSHISx,2025-05-24T21:30:00.000Z
,18.6,1748097000000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,DdllF0Iy2o31dWBah8AtIf8gRjAwm9,2025-05-24T14:30:00.000Z
,18.6,1748073600000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,bq6igzXOPbEZvZt7BioO3MOOqWHFuz,2025-05-24T08:00:00.000Z
,17.9,1748026800000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,nXfbQiQiHlA3rsqMVuWitaMNT2ryfD,2025-05-23T19:00:00.000Z
,18.7,1747944000000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,Inyu7WrTS6aR0vCYPa7Xytr45m8pSO,2025-05-22T20:00:00.000Z
,18.2,1747857600000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,LqHKo4vZ9t0jbxksMgB85fbVnJvWpN,2025-05-21T20:00:00.000Z
,18.2,1747845000000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,Q7woQE0335U3AiintSfPxisDIo6k8N,2025-05-21T16:30:00.000Z
,17.9,1747807255784,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,nwIvcCbwMJs3UfcB0je82lMgG7ChUz,2025-05-21T06:00:55.784Z
,18.6,1747764000000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,HW1v5YD8DDXHwQjKec0y2clyJI11GC,2025-05-20T18:00:00.000Z
,18.1,1747720800000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,IgZTO6rztfNThtv76i6ygSRySijzmt,2025-05-20T06:00:00.000Z
,18.8,1747688400000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,hVkxRuyjvgDxzXyK13Z5aYXu7fq9Qg,2025-05-19T21:00:00.000Z
,18.6,1747675800000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,DJ2ewscWel1dhrdcqdvApXv59B1v85,2025-05-19T17:30:00.000Z
,18.5,1747634428802,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,PXdpUBjALZRrca9aP4JIzKSctZyVWf,2025-05-19T06:00:28.802Z
,18.4,1747602000000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,4m1N4B6BxbmxOCsTELhR4kOeOhf9f8,2025-05-18T21:00:00.000Z
,18.4,1747591200000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,2So0yVyIUnqAvQgjjyDoMFnEN8QuPx,2025-05-18T18:00:00.000Z
,18.6,1747569600000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,wjPVJvsuKeIxiPNd6uJaGeQLiYE9su,2025-05-18T12:00:00.000Z
,18.6,1747548000000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,5aM2we9at1r9cOClCLQoFgHjva7x7D,2025-05-18T06:00:00.000Z
,18.8,1747515600000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,p0nsyNNkA6IBHP6MwhJvZevMF5G5gg,2025-05-17T21:00:00.000Z
,18.8,1747504800000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,JKigKH5Ox5LxDUJ3SLe1BGdi8jIbtU,2025-05-17T18:00:00.000Z
,17.7,1747486800000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,YDvvTva3iMayS5iOzLNXgYsWW1FgqS,2025-05-17T13:00:00.000Z
,17.7,1747472400000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,gUxRkytEM0g0oOKEZ07r6dQyHAnC03,2025-05-17T09:00:00.000Z
,18.1,1747431048255,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,yUuItZJkynAHPlAYm6c5uLiYEepXm3,2025-05-16T21:30:48.255Z
,18.7,1747409400000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,LyTuX8QhX9DLQO1DNyiRfvtVKZLZoZ,2025-05-16T15:30:00.000Z
,17.9,1747375221105,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,cSqdjGh7fEkMdi5uHTFK09N6UtwmOd,2025-05-16T06:00:21.105Z
,19.3,1747332000000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,TLQmUjDZasVvQSixv4FriKlKrp04tA,2025-05-15T18:00:00.000Z
,19.3,1747323000000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,DHj1iYWX7D52DykNE6LxYF3MEyMylv,2025-05-15T15:30:00.000Z
,17.6,1747288800000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,FVnWYJDOn2h8oAmQtFyVldNNrKMu64,2025-05-15T06:00:00.000Z
,18.5,1747245600000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,ieAudfPJ2EGw0tkPekXlTZtrx1BVX3,2025-05-14T18:00:00.000Z
,18.3,1747202400000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,95A6B1HAYVVdNPojzw1UmPveDhpHXK,2025-05-14T06:00:00.000Z
,19.3,1747159200000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,BAx2AYXf1kU2qHE2eNDSFP8QdcQcsB,2025-05-13T18:00:00.000Z
,18.9,1747116000000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,b1QKKloXMUDNVZuEClFoAG6dNymlBI,2025-05-13T06:00:00.000Z
,18.4,1747029600000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,QaqCRuwP55mPMoS2u6jchIWy36IXfg,2025-05-12T06:00:00.000Z
,18.9,1746986400000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,0UoNtGev5LW9HIQZj2jqdRKl34UcP4,2025-05-11T18:00:00.000Z
,18.7,1746972000000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,vSvTbw5NuaeNU4ZPNGErooOW27ArBK,2025-05-11T14:00:00.000Z
,18.2,1746957600000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,3E0gwotSPUnMh1QXLu1lCFyz5rQQaa,2025-05-11T10:00:00.000Z
,17.5,1746946800000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,sINO0CmHLxyN1uZT9qtl0QnNsw33rH,2025-05-11T07:00:00.000Z
,18,1746900000000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,22TGRywGqKLhveLkDIpXJkwxgyQxnJ,2025-05-10T18:00:00.000Z
,17.7,1746885600000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,QWjzCh9U2LMUS2xTc4kigw2dPKvG2N,2025-05-10T14:00:00.000Z
,17.7,1746871200000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,7gDq0F6mmjA8B2xQUuS57xddnM5EUf,2025-05-10T10:00:00.000Z
,18.4,1746856800000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,KHDIdDqeTcAoxsvnjMZGdMOhxZTwJz,2025-05-10T06:00:00.000Z
,17.6,1746813600000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,ZoeAgZ9bkIMds1mSGqGnbfn4xQRz2q,2025-05-09T18:00:00.000Z
,18.6,1746770400000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,mJ3NhcdC9146RAzD0y5EFeaMrN5yBF,2025-05-09T06:00:00.000Z
,18.9,1746727200000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,j0IHecTmg2YwaBkLweFQ27VwELHagO,2025-05-08T18:00:00.000Z
,18.9,1746720000000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,U1S1KZ903gvEnHDDnjRSEodYIIOFtw,2025-05-08T16:00:00.000Z
,18.6,1746684000000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,Z78POsEqNzfxOeprBG7pNtBFWhXrFk,2025-05-08T06:00:00.000Z
,17.5,1746640800000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,gvdTsoSpwYtypMaWDdEckXpvDdB6pJ,2025-05-07T18:00:00.000Z
,18.1,1746597645882,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,I860aB85Sur4eNiRYlTPMjXRNsYVQD,2025-05-07T06:00:45.882Z
,18.6,1746554400000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,PXW5mVmG4nrJPGFpj1aseRuhVgieh9,2025-05-06T18:00:00.000Z
,17.8,1746511200000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,hSvz95sF6VEeTcrVdcLiKLdskDBIh7,2025-05-06T06:00:00.000Z
,18.7,1746468000000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,BFpro1kY6UtvPAbMv4VKmPk7a9ksNR,2025-05-05T18:00:00.000Z
,17.8,1746453600000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,XA5GxFgVcpaYyCey273XjyF86l0L8G,2025-05-05T14:00:00.000Z
,18.5,1746442800000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,lyh8IeJfDhc7uIyLEkS9y3QxvJmKbQ,2025-05-05T11:00:00.000Z
,17.7,1746428400000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,sDoo1NrFYtih42OPeCytGW3bno8zZV,2025-05-05T07:00:00.000Z
,18.8,1746381600000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,N9ScjFeBx6LvvCp7EnRCqCcDl124Uo,2025-05-04T18:00:00.000Z
,18.6,1746367200000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,Tmq6ZXYGBCycRYVBbZCqIEIfEH6X26,2025-05-04T14:00:00.000Z
,17.7,1746352800000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,PN9bDUKFaZIHKYR0WqlhdhgFuf5TX3,2025-05-04T10:00:00.000Z
,18.5,1746338400000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,GcBZ3O5Jf4MdyHFTcXW8jvDVV0VFtZ,2025-05-04T06:00:00.000Z
,18,1746295200000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,toDBOAd5VYsOSN901x2ME9UsqSXQlW,2025-05-03T18:00:00.000Z
,17.8,1746280800000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,K6ZuaMPjNqtGi4pjvt8BeC37M59vU1,2025-05-03T14:00:00.000Z
,18.3,1746252000000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,8KIFJZBsGuBKYivpKFITnnHx4DRZ3K,2025-05-03T06:00:00.000Z
,18.5,1746208800000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,ocBPWmRq1Ma5vqqrQOy0QSLgZjXC9l,2025-05-02T18:00:00.000Z
,19.2,1746194400000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,vlm84xBbgvTmUWEcSHJsUrKfhh6B4Q,2025-05-02T14:00:00.000Z
,18.6,1746165600000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,jVaPf1yUb1dV7NZPMzpH3SRVgUbRk1,2025-05-02T06:00:00.000Z
,18.8,1746122400000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,xgJoRqLJY02I2zsC0MZEHoDFlPl83P,2025-05-01T18:00:00.000Z
,18.2,1746115200000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,c9t8sFE275D2neTcvTgpFKniss8e0r,2025-05-01T16:00:00.000Z
,18.9,1746079223999,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,r8binMJ8GXbV7gcRcckaAP3m0bdd26,2025-05-01T06:00:23.999Z
,18.7,1746036000000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,dIDUGSTxfLatA6PPoBMtAY59N5w4Gv,2025-04-30T18:00:00.000Z
,17.7,1745992800000,,manual,manual,PHdFoZJ5blTCMih60zqiwcWAdcBGsV$0$manual$manual$0,swWqrnqE8gqfhMQvnc7X9CbGkuoV5M,2025-04-30T06:00:00.000Z
