comment,type,time,temp,id,sg,__acc_reading_doc_id,__acc_reading_data_id,timepoint,ph,pressure
,manual,1624827942232,19.9,manual,,HFwb2AB2uywVSUshN0ltCeTkOk7nXc$0$manual$manual$0,ElJ5TkRcaHkEErP2rs645jwQbelpMm,2021-06-27T21:05:42.232Z
,manual,1624810134699,19.4,manual,,HFwb2AB2uywVSUshN0ltCeTkOk7nXc$0$manual$manual$0,4huKytyLB2HatXl2NXsRIVidxpBiHk,2021-06-27T16:08:54.699Z
,manual,1624780272639,19,manual,,HFwb2AB2uywVSUshN0ltCeTkOk7nXc$0$manual$manual$0,wIFHRPMbmk3FSP5LBuHWgMPoeYssPx,2021-06-27T07:51:12.639Z
,manual,1624740378599,19.5,manual,,HFwb2AB2uywVSUshN0ltCeTkOk7nXc$0$manual$manual$0,Vviu2K4jzNTVGdxVGeZB8n1Mu2nJzB,2021-06-26T20:46:18.599Z
,manual,1624719521399,19.2,manual,,HFwb2AB2uywVSUshN0ltCeTkOk7nXc$0$manual$manual$0,yKf9F2cr5I7PgIsGyHKpRvNJL2GPvb,2021-06-26T14:58:41.399Z
,manual,1624697639296,19.2,manual,,HFwb2AB2uywVSUshN0ltCeTkOk7nXc$0$manual$manual$0,0PJGkYczVQBvewPl3hbv0fl1G8CV18,2021-06-26T08:53:59.296Z
,manual,1624657980000,19.2,manual,,HFwb2AB2uywVSUshN0ltCeTkOk7nXc$0$manual$manual$0,6L470JYfgEF5qxNBi4LLEskjIf51fZ,2021-06-25T21:53:00.000Z
,manual,1624614924560,19.1,manual,,HFwb2AB2uywVSUshN0ltCeTkOk7nXc$0$manual$manual$0,CVVvl1CX7k7e7XRKKz30Fme4tQw5mp,2021-06-25T09:55:24.560Z
,manual,1624565776005,19.4,manual,,HFwb2AB2uywVSUshN0ltCeTkOk7nXc$0$manual$manual$0,aSc7gSDZFcCtuW020JuKSkA9naYuAc,2021-06-24T20:16:16.005Z
,manual,1624534839054,19.2,manual,,HFwb2AB2uywVSUshN0ltCeTkOk7nXc$0$manual$manual$0,L7qFX63qWf7ob4ClI3Q3YSQHBunLpg,2021-06-24T11:40:39.054Z
,manual,1624518052265,19.4,manual,,HFwb2AB2uywVSUshN0ltCeTkOk7nXc$0$manual$manual$0,Y8yxc3AFvluJ7cOYrn6LLcYKsNrhdh,2021-06-24T07:00:52.265Z
,manual,1624481319852,19.8,manual,,HFwb2AB2uywVSUshN0ltCeTkOk7nXc$0$manual$manual$0,4f8WJ3UPfeZZDpKWp3T1My6GOMwtj1,2021-06-23T20:48:39.852Z
,manual,1624460357724,19,manual,,HFwb2AB2uywVSUshN0ltCeTkOk7nXc$0$manual$manual$0,HQfGYRNelqBBZei2oMlfOVD5dHowOT,2021-06-23T14:59:17.724Z
,manual,1624419673275,19.5,manual,,HFwb2AB2uywVSUshN0ltCeTkOk7nXc$0$manual$manual$0,6GdEThMfSD9jrQQzQpb7PKt2tVRKOU,2021-06-23T03:41:13.275Z
,manual,1624384947444,19.1,manual,,HFwb2AB2uywVSUshN0ltCeTkOk7nXc$0$manual$manual$0,HK8vkUuFoXzpjqnt9kHmFBwRWmSqmg,2021-06-22T18:02:27.444Z
,manual,1624336246708,19.2,manual,,HFwb2AB2uywVSUshN0ltCeTkOk7nXc$0$manual$manual$0,mr9z48NI0aKBO91DekTKNfOlw6bGAL,2021-06-22T04:30:46.708Z
,manual,1624302957002,19,manual,,HFwb2AB2uywVSUshN0ltCeTkOk7nXc$0$manual$manual$0,eTVQaTwIZKAGm9rCvDcrZUsK5HQl90,2021-06-21T19:15:57.002Z
,manual,1624250409947,20,manual,,HFwb2AB2uywVSUshN0ltCeTkOk7nXc$0$manual$manual$0,ZLfe5KFdggku45zkaRgZwXzha2Z4E3,2021-06-21T04:40:09.947Z
,manual,1624225815264,20.2,manual,,HFwb2AB2uywVSUshN0ltCeTkOk7nXc$0$manual$manual$0,GsoQPSaizgp1ytTMQdeb2XrBWVnsEu,2021-06-20T21:50:15.264Z
,manual,1624201157436,20.3,manual,,HFwb2AB2uywVSUshN0ltCeTkOk7nXc$0$manual$manual$0,RL8jcXp2EyN7mflQi1toeG0dJjFfce,2021-06-20T14:59:17.436Z
