type,comment,id,sg,temp,time,__acc_reading_doc_id,__acc_reading_data_id,timepoint,pressure,ph
manual,,manual,,16.8,1687701600000,856YWHKCtSqycaNpurbJWt70fo8yiX$0$manual$manual$0,u0rbrdmD1I9VwhYe14PAxep1tGDdla,2023-06-25T14:00:00.000Z
manual,,manual,,16.6,1687687200000,856YWHKCtSqycaNpurbJWt70fo8yiX$0$manual$manual$0,yx0FG3xeyrCXLbDtxmKRShDL9tVzWQ,2023-06-25T10:00:00.000Z
manual,,manual,,18,1687672800000,856YWHKCtSqycaNpurbJWt70fo8yiX$0$manual$manual$0,l73Rtc6wNGnOzLosViweN1KqQmQ9bN,2023-06-25T06:00:00.000Z
manual,,manual,,17,1687658400000,856YWHKCtSqycaNpurbJWt70fo8yiX$0$manual$manual$0,5NAzJL8ZktwjqMSyTIKMPH9Rs5Mget,2023-06-25T02:00:00.000Z
manual,,manual,,16.3,1687644000000,856YWHKCtSqycaNpurbJWt70fo8yiX$0$manual$manual$0,TiObjAqNCWNpLbRj7dqIeJhTapqsCV,2023-06-24T22:00:00.000Z
manual,,manual,,17,1687629600000,856YWHKCtSqycaNpurbJWt70fo8yiX$0$manual$manual$0,U6ZvLPf5pHB6yzavnfDUslvqfmPNtp,2023-06-24T18:00:00.000Z
manual,,manual,,16.7,1687615200000,856YWHKCtSqycaNpurbJWt70fo8yiX$0$manual$manual$0,yYnVv62sq3MGkcNlIz0lr6GlBo1QCS,2023-06-24T14:00:00.000Z
manual,,manual,,17.1,1687600800000,856YWHKCtSqycaNpurbJWt70fo8yiX$0$manual$manual$0,bhe4b0JPCn1GfSFN74iCbr8NSHZDHR,2023-06-24T10:00:00.000Z
manual,,manual,,16.5,1687586400000,856YWHKCtSqycaNpurbJWt70fo8yiX$0$manual$manual$0,yO86G6VVg57e3WXlflEGlUsJGx1y6k,2023-06-24T06:00:00.000Z
manual,,manual,,16.4,1687572000000,856YWHKCtSqycaNpurbJWt70fo8yiX$0$manual$manual$0,N2jutK6oLLY1HMkl95u8qnJGrgVFON,2023-06-24T02:00:00.000Z
manual,,manual,,17.4,1687557600000,856YWHKCtSqycaNpurbJWt70fo8yiX$0$manual$manual$0,TI14XBchpIUnHo9L5zmmTqyoxlJHDD,2023-06-23T22:00:00.000Z
manual,,manual,,16.4,1687543200000,856YWHKCtSqycaNpurbJWt70fo8yiX$0$manual$manual$0,PMbvwb61dabIueN4DQXkRGUOscHUb5,2023-06-23T18:00:00.000Z
manual,,manual,,17.7,1687528800000,856YWHKCtSqycaNpurbJWt70fo8yiX$0$manual$manual$0,t6un81Dc9DqJiaD4oBAJQz1HmwMu1L,2023-06-23T14:00:00.000Z
manual,,manual,,16.7,1687514400000,856YWHKCtSqycaNpurbJWt70fo8yiX$0$manual$manual$0,vKcBqXBm0MnL2Z0R9xBTuxGVwNo3ew,2023-06-23T10:00:00.000Z
manual,,manual,,16.2,1687500000000,856YWHKCtSqycaNpurbJWt70fo8yiX$0$manual$manual$0,mPBpjQnLMBr7VIEjXeSkoDHzksQW6J,2023-06-23T06:00:00.000Z
manual,,manual,,16.3,1687485600000,856YWHKCtSqycaNpurbJWt70fo8yiX$0$manual$manual$0,IGI17ukdqx7n3c0lq6PAjc0Fx5ibAv,2023-06-23T02:00:00.000Z
manual,,manual,,17.6,1687471200000,856YWHKCtSqycaNpurbJWt70fo8yiX$0$manual$manual$0,VWfflyDTmdNtiTop8PJa4BiG1kW6dC,2023-06-22T22:00:00.000Z
manual,,manual,,16.7,1687456800000,856YWHKCtSqycaNpurbJWt70fo8yiX$0$manual$manual$0,LVfd6laFTLj3muBIH2WcmTU1gBGdcb,2023-06-22T18:00:00.000Z
manual,,manual,,16.5,1687442400000,856YWHKCtSqycaNpurbJWt70fo8yiX$0$manual$manual$0,8DiUNeNlQq0lMWXVnlOJyrjtnIv5MY,2023-06-22T14:00:00.000Z
manual,,manual,,17.3,1687428000000,856YWHKCtSqycaNpurbJWt70fo8yiX$0$manual$manual$0,XRrGRAo5khofx6Kttsk8QuQhpgqpNj,2023-06-22T10:00:00.000Z
manual,,manual,,16.7,1687413600000,856YWHKCtSqycaNpurbJWt70fo8yiX$0$manual$manual$0,dqBJkNbCKj1Lx2PADA68wlp7RRg6EL,2023-06-22T06:00:00.000Z
manual,,manual,,16.3,1687399200000,856YWHKCtSqycaNpurbJWt70fo8yiX$0$manual$manual$0,lsVaYmueJoMBRVJnfs8SebqLSIT5vW,2023-06-22T02:00:00.000Z
manual,,manual,,17.7,1687384800000,856YWHKCtSqycaNpurbJWt70fo8yiX$0$manual$manual$0,p3cvDarSiJ6K3QlIPYOIG9LdHsskiM,2023-06-21T22:00:00.000Z
