id,temp,type,time,sg,comment,__acc_reading_doc_id,__acc_reading_data_id,timepoint,ph,pressure
manual,20,manual,1662228000000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,7V71rrQvwxVzL8NLTomnMKD1m5qucp,2022-09-03T18:00:00.000Z
manual,19.4,manual,1662213600000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,uPZgEFKhJA1DOLNRMiwnXGeloGKBDf,2022-09-03T14:00:00.000Z
manual,19.4,manual,1662199200000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,VFLNRIy6Qz1GVONlAx6IZcXpgnb27n,2022-09-03T10:00:00.000Z
manual,19.4,manual,1662184800000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,Mqn5MzYPZSddh7z7UDb7EI6iKBXPzr,2022-09-03T06:00:00.000Z
manual,19.4,manual,1662170400000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,2nahgYMbLenaw83A252lChjA1FhT9o,2022-09-03T02:00:00.000Z
manual,19.4,manual,1662156000000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,oeWvTGr6w0y5jQ0m4MLcgeiX66JD3I,2022-09-02T22:00:00.000Z
manual,19.7,manual,1662141600000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,IMhHMxjcB0QaeZhVwCNjYzRbLh4OoO,2022-09-02T18:00:00.000Z
manual,19.3,manual,1662127200000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,hUw3mmjPcwejxoFZ5GyXb9UyVWyOLi,2022-09-02T14:00:00.000Z
manual,19.3,manual,1662112800000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,zPRTVpoPUD7WCe9vVtjYwgmEaUkgwL,2022-09-02T10:00:00.000Z
manual,19.6,manual,1662098400000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,UezH06p1rwuvpEAxImd5Sx9KJIo9r4,2022-09-02T06:00:00.000Z
manual,19.7,manual,1662084000000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,TNX7nMw8QarzZFPxmPP5vmKJtEow5X,2022-09-02T02:00:00.000Z
manual,19.7,manual,1662069600000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,kymNxCbNZKytA63FhkkZl0U9qBZcaP,2022-09-01T22:00:00.000Z
manual,19.5,manual,1662055200000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,XvlPMYn4z09dmXtbcy8PKjlhvzzhIu,2022-09-01T18:00:00.000Z
manual,19.2,manual,1662040800000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,SZBQYsqIkxuWxSxuwkKnUsBH5bEB0X,2022-09-01T14:00:00.000Z
manual,19.2,manual,1662026400000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,KDLQwiYrkjaVPhsHJqViktYPeZdza8,2022-09-01T10:00:00.000Z
manual,19.5,manual,1662012000000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,d7zpQ7hEUk4d3ThMQg885XxmIiAAFd,2022-09-01T06:00:00.000Z
manual,19.7,manual,1661997600000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,LOew5gqDgRmMDLweuj5uGhT0miewLL,2022-09-01T02:00:00.000Z
manual,19.7,manual,1661983200000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,A7WZhtO9iQfOTt4HpvebgKfxE3CyrG,2022-08-31T22:00:00.000Z
manual,19.5,manual,1661968800000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,nngHmAoNmI0ND3q0WfHbAhqQTprKFw,2022-08-31T18:00:00.000Z
manual,19.4,manual,1661954400000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,mhxHEcElyij0bFam1I13ch7E2TAC7n,2022-08-31T14:00:00.000Z
manual,19.4,manual,1661940000000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,df5PyVk63SXCDMNg4iYD5lBJYW7gt1,2022-08-31T10:00:00.000Z
manual,19.7,manual,1661925600000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,uUFzEoRiN4lDQogYt1Mrj3q8Lv8Dkm,2022-08-31T06:00:00.000Z
manual,19.8,manual,1661911200000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,OFTxCOMKWbiYVEKxkCSooDe5WWB9ci,2022-08-31T02:00:00.000Z
manual,19.8,manual,1661896800000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,0QK4dWBVKpwtm1F7v6jPODrQ7d4sXh,2022-08-30T22:00:00.000Z
manual,19.6,manual,1661882400000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,SrOUqPg2qAvyGh4PZjqZtqo5oQPDNp,2022-08-30T18:00:00.000Z
manual,19.2,manual,1661868000000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,L1flZmelzZBqlTaiVmwwGPL6Onn3mC,2022-08-30T14:00:00.000Z
manual,19.2,manual,1661853600000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,EXP3UsopJekiQV5GzIz15K8CbKLYlI,2022-08-30T10:00:00.000Z
manual,19.2,manual,1661839200000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,MC5axJMB3JDn7UhTqs8F5Y7JGIv0iy,2022-08-30T06:00:00.000Z
manual,19.2,manual,1661824800000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,P19OLK1eyBPwqcpvyGmxlCwY3dpYnq,2022-08-30T02:00:00.000Z
manual,19.2,manual,1661810400000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,3Gm78b0HdIKAn3WSNv09cvRTuonM5Z,2022-08-29T22:00:00.000Z
manual,19.1,manual,1661796000000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,YxUqC2svxbCCGehX0hWBZGlgrPE0SB,2022-08-29T18:00:00.000Z
manual,19,manual,1661781600000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,VEqZZguIIIy78LgzRphYMGjM3UmuOV,2022-08-29T14:00:00.000Z
manual,19,manual,1661767200000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,bOaVQsOE1bcx4BMeK2ERxiHwyn5d7T,2022-08-29T10:00:00.000Z
manual,19.2,manual,1661752800000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,g4UXkeaMsiiw8cQwqxyWX1vUfU74MA,2022-08-29T06:00:00.000Z
manual,19.4,manual,1661738400000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,zIJizU29vLIk0QaQ5e7w6dxCFJhc5e,2022-08-29T02:00:00.000Z
manual,19.4,manual,1661724000000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,yNjfg8cZ94dubYKMz7PoEdyqjYlei1,2022-08-28T22:00:00.000Z
manual,19.3,manual,1661709600000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,a13M7AwAZScvxPrZ4VeQWcv86vFfay,2022-08-28T18:00:00.000Z
manual,19.1,manual,1661695200000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,Weff9aWuklsQLmXqLBYbNOGWrbCBHD,2022-08-28T14:00:00.000Z
manual,19.1,manual,1661680800000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,iGDpE6kmpW7xLs7lLcRoIwfAwX2KC1,2022-08-28T10:00:00.000Z
manual,19.2,manual,1661666400000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,MwU1AbFXT7BU1HVRmER4ES3fNYRObi,2022-08-28T06:00:00.000Z
manual,19.6,manual,1661652000000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,xW1RvJnWDVxEwjhrGMjfbMG3fdsbcy,2022-08-28T02:00:00.000Z
manual,19.6,manual,1661637600000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,dGPLke5HwX72hLBN0DVexmWFlRAfPt,2022-08-27T22:00:00.000Z
manual,19.6,manual,1661623200000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,UBga1PDl7lsf6Ee3dcPzMnqvv21CBG,2022-08-27T18:00:00.000Z
manual,19.5,manual,1661608800000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,17mGLRXMZ8AJlASQmhSRkMRvDF5Rls,2022-08-27T14:00:00.000Z
manual,19.5,manual,1661594400000,,,86bcrqg3mfZLgOjUeotEborOjc2yYk$0$manual$manual$0,jh7XJq1d40N08xA6NNFxT3vLDDv5u6,2022-08-27T10:00:00.000Z
