time,sg,temp,type,comment,id,__acc_reading_doc_id,__acc_reading_data_id,timepoint,pressure,ph
1758650400000,,9.8,manual,,manual,b5toKgwo0oXhqund9yFRT9rHaSfl0j$0$manual$manual$0,PSB1GjLbgySbjsLx0I1K6nHp64Yf9M,2025-09-23T18:00:00.000Z
1758636000000,,10.7,manual,,manual,b5toKgwo0oXhqund9yFRT9rHaSfl0j$0$manual$manual$0,RCMamt28dJkc8ALZFu9MUG94L8oU0W,2025-09-23T14:00:00.000Z
1758621600000,,10.1,manual,,manual,b5toKgwo0oXhqund9yFRT9rHaSfl0j$0$manual$manual$0,56UNg1Wimh4bwCEuNzmAbvsoRONWBK,2025-09-23T10:00:00.000Z
1758607200000,,9.9,manual,,manual,b5toKgwo0oXhqund9yFRT9rHaSfl0j$0$manual$manual$0,IcGfYFP4Nvu0KFKv14HEJ7PebjIfh6,2025-09-23T06:00:00.000Z
1758592800000,,9.7,manual,,manual,b5toKgwo0oXhqund9yFRT9rHaSfl0j$0$manual$manual$0,aWWF7cbPLaEbMmWoGvyW6MesQXL2Fh,2025-09-23T02:00:00.000Z
1758578400000,,9.7,manual,,manual,b5toKgwo0oXhqund9yFRT9rHaSfl0j$0$manual$manual$0,b03Ax45CHNc4AVYYFMEV1KvzxFqWHk,2025-09-22T22:00:00.000Z
1758564000000,,10.9,manual,,manual,b5toKgwo0oXhqund9yFRT9rHaSfl0j$0$manual$manual$0,h1yp33u30G7uCk6FxluZss48sVOSxi,2025-09-22T18:00:00.000Z
1758549600000,,9.9,manual,,manual,b5toKgwo0oXhqund9yFRT9rHaSfl0j$0$manual$manual$0,Zu7I0v2SsjM8593YkGRgCf0NbHlyN4,2025-09-22T14:00:00.000Z
1758535200000,,9.5,manual,,manual,b5toKgwo0oXhqund9yFRT9rHaSfl0j$0$manual$manual$0,3JAnUNdqfUM0q4dySh6l3r4UogaXS7,2025-09-22T10:00:00.000Z
1758520800000,,9.6,manual,,manual,b5toKgwo0oXhqund9yFRT9rHaSfl0j$0$manual$manual$0,Ddr1mjvi6U7gZh9tYK6yGOYiucGRMq,2025-09-22T06:00:00.000Z
1758506400000,,10.8,manual,,manual,b5toKgwo0oXhqund9yFRT9rHaSfl0j$0$manual$manual$0,YoN6N0uCZvgdp212wpN14MkFiSGEWk,2025-09-22T02:00:00.000Z
1758492000000,,10.1,manual,,manual,b5toKgwo0oXhqund9yFRT9rHaSfl0j$0$manual$manual$0,huJzWlSlQX1VvPbqKb3dyOXlGceqhK,2025-09-21T22:00:00.000Z
1758477600000,,9.9,manual,,manual,b5toKgwo0oXhqund9yFRT9rHaSfl0j$0$manual$manual$0,fSq8SECJT46AUpCIBrbu7FJH42HQdy,2025-09-21T18:00:00.000Z
1758463200000,,10.8,manual,,manual,b5toKgwo0oXhqund9yFRT9rHaSfl0j$0$manual$manual$0,vtEiUBEkFPZe9SiNNLpTwQOOB7l1aF,2025-09-21T14:00:00.000Z
1758448800000,,9.7,manual,,manual,b5toKgwo0oXhqund9yFRT9rHaSfl0j$0$manual$manual$0,ouBK02gYGVPaeP8NLM63P7KPKEPzah,2025-09-21T10:00:00.000Z
1758434400000,,9.9,manual,,manual,b5toKgwo0oXhqund9yFRT9rHaSfl0j$0$manual$manual$0,Q19TjK5bZZTKHXEXNE0ElpBJNLvaO7,2025-09-21T06:00:00.000Z
1758420000000,,10.1,manual,,manual,b5toKgwo0oXhqund9yFRT9rHaSfl0j$0$manual$manual$0,pazDt9urYeHI16Kfri4MKIP9hiBp3M,2025-09-21T02:00:00.000Z
1758405600000,,9.9,manual,,manual,b5toKgwo0oXhqund9yFRT9rHaSfl0j$0$manual$manual$0,eL9vCVDcJVD5gLuDBIhpK3swhLsNFx,2025-09-20T22:00:00.000Z
1758391200000,,10.1,manual,,manual,b5toKgwo0oXhqund9yFRT9rHaSfl0j$0$manual$manual$0,VK4YK46IRq8T8CP9WoRYz5ZsqLx32X,2025-09-20T18:00:00.000Z
1758376800000,,10,manual,,manual,b5toKgwo0oXhqund9yFRT9rHaSfl0j$0$manual$manual$0,Jpu5n8gT9hTBiq25RlZYq9gBnMuHEB,2025-09-20T14:00:00.000Z
1758362400000,,9.9,manual,,manual,b5toKgwo0oXhqund9yFRT9rHaSfl0j$0$manual$manual$0,U5iRhSk1COkHvwVKbsnpFtVvNMSGvY,2025-09-20T10:00:00.000Z
1758348000000,,10,manual,,manual,b5toKgwo0oXhqund9yFRT9rHaSfl0j$0$manual$manual$0,VKjTIlTlHtHAPnziDXeBoKzpV2ZPGk,2025-09-20T06:00:00.000Z
1758333600000,,10.3,manual,,manual,b5toKgwo0oXhqund9yFRT9rHaSfl0j$0$manual$manual$0,AmsyCq6Z22GEMQNzKK40MU729uEM71,2025-09-20T02:00:00.000Z
1758319200000,,9.9,manual,,manual,b5toKgwo0oXhqund9yFRT9rHaSfl0j$0$manual$manual$0,petYWVnQ6vOy4r4EDuib8ZOJ3BxX1m,2025-09-19T22:00:00.000Z
1758304800000,,10.3,manual,,manual,b5toKgwo0oXhqund9yFRT9rHaSfl0j$0$manual$manual$0,7Kp6v2PENPgTklYSsU5lwD2C8RB98Q,2025-09-19T18:00:00.000Z
