comment,sg,time,id,type,temp,__acc_reading_doc_id,__acc_reading_data_id,timepoint,pressure,ph
,,1604184272078,manual,manual,19.4,iq3gr7Je75PpuAZD6nY8bNnCwPacEi$0$manual$manual$0,LHPkNp4vuROH3TkiJdv4,2020-10-31T22:44:32.078Z
,,1604168700201,manual,manual,19.7,iq3gr7Je75PpuAZD6nY8bNnCwPacEi$0$manual$manual$0,BGjwgJJHwjoR0n3svJCh,2020-10-31T18:25:00.201Z
,,1604150524782,manual,manual,19.7,iq3gr7Je75PpuAZD6nY8bNnCwPacEi$0$manual$manual$0,vepCin48FNgYct0moHyq,2020-10-31T13:22:04.782Z
,,1604129535293,manual,manual,19.5,iq3gr7Je75PpuAZD6nY8bNnCwPacEi$0$manual$manual$0,LiLtwAGjwi6sddhKeb5f,2020-10-31T07:32:15.293Z
,,1604097755746,manual,manual,19.7,iq3gr7Je75PpuAZD6nY8bNnCwPacEi$0$manual$manual$0,3FoCNvOPQOHcfRtGPEUd,2020-10-30T22:42:35.746Z
,,1604079352511,manual,manual,19.7,iq3gr7Je75PpuAZD6nY8bNnCwPacEi$0$manual$manual$0,4T0cVFMULvU5ET3JHw1j,2020-10-30T17:35:52.511Z
,,1604063368605,manual,manual,19.3,iq3gr7Je75PpuAZD6nY8bNnCwPacEi$0$manual$manual$0,gspEAzEubQ2sV5RunUS1,2020-10-30T13:09:28.605Z
,,1604042983359,manual,manual,19,iq3gr7Je75PpuAZD6nY8bNnCwPacEi$0$manual$manual$0,iqV3YzKyRx6EwjR5X7xP,2020-10-30T07:29:43.359Z
,,1604011399176,manual,manual,19.2,iq3gr7Je75PpuAZD6nY8bNnCwPacEi$0$manual$manual$0,IecyQSKzu9plsE0lsiqo,2020-10-29T22:43:19.176Z
,,1603998378747,manual,manual,19.8,iq3gr7Je75PpuAZD6nY8bNnCwPacEi$0$manual$manual$0,OSeE82xivBuTJ0anwDvf,2020-10-29T19:06:18.747Z
,,1603971887937,manual,manual,19.5,iq3gr7Je75PpuAZD6nY8bNnCwPacEi$0$manual$manual$0,I7EGKpsnqQWHbeN1FmZW,2020-10-29T11:44:47.937Z
,,1603956216358,manual,manual,19.4,iq3gr7Je75PpuAZD6nY8bNnCwPacEi$0$manual$manual$0,8ggPz2BCzbIhZkNnDvSa,2020-10-29T07:23:36.358Z
,,1603925809094,manual,manual,19.9,iq3gr7Je75PpuAZD6nY8bNnCwPacEi$0$manual$manual$0,DILAlmgk0mqCil2YLIlk,2020-10-28T22:56:49.094Z
,,1603907501437,manual,manual,19.6,iq3gr7Je75PpuAZD6nY8bNnCwPacEi$0$manual$manual$0,8pfk7dUDOQO0Ws0RJWqk,2020-10-28T17:51:41.437Z
,,1603889073768,manual,manual,19.4,iq3gr7Je75PpuAZD6nY8bNnCwPacEi$0$manual$manual$0,ZwTUrW4KMYFeW2hjx02k,2020-10-28T12:44:33.768Z
,,1603868985538,manual,manual,19.7,iq3gr7Je75PpuAZD6nY8bNnCwPacEi$0$manual$manual$0,Rlqw7E0jQXYqk2xx2gV5,2020-10-28T07:09:45.538Z
,,1603840630270,manual,manual,19.8,iq3gr7Je75PpuAZD6nY8bNnCwPacEi$0$manual$manual$0,UjiXqgYDg8zdETcyaJvJ,2020-10-27T23:17:10.270Z
,,1603827009798,manual,manual,19.9,iq3gr7Je75PpuAZD6nY8bNnCwPacEi$0$manual$manual$0,5NTT5Uy89tnItklCUJdd,2020-10-27T19:30:09.798Z
,,1603809664689,manual,manual,19.5,iq3gr7Je75PpuAZD6nY8bNnCwPacEi$0$manual$manual$0,t8scQqspD9WaKaakhVZb,2020-10-27T14:41:04.689Z
,,1603797612045,manual,manual,19.7,iq3gr7Je75PpuAZD6nY8bNnCwPacEi$0$manual$manual$0,kflhcGK066ysRg80A9H2,2020-10-27T11:20:12.045Z
,,1603779978470,manual,manual,19.9,iq3gr7Je75PpuAZD6nY8bNnCwPacEi$0$manual$manual$0,pQ2BimXb1nFVVAhpHprW,2020-10-27T06:26:18.470Z
