type,comment,id,temp,sg,time,__acc_reading_doc_id,__acc_reading_data_id,timepoint,ph,pressure
manual,,manual,18.6,,1748097000000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,4qhOiVMzgwSj1EQp9IniJY7J5zwX7V,2025-05-24T14:30:00.000Z
manual,,manual,18.6,,1748073600000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,LLSaSOMGAlfUPwmrzBtUeAvCj8I9qx,2025-05-24T08:00:00.000Z
manual,,manual,17.9,,1748026800000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,Xwjfe79r9uiKNvmGPbBgSbfHn8Iyf3,2025-05-23T19:00:00.000Z
manual,,manual,18.7,,1747944000000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,wcRSCJkvRaxBdTEgHvuAKqMGvwcash,2025-05-22T20:00:00.000Z
manual,,manual,18.2,,1747857600000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,eh5ra1wtBg5HiuunTnZqwCvGRaj2fZ,2025-05-21T20:00:00.000Z
manual,,manual,18.2,,1747845000000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,Ga4eWOFkCPTCZMJ8p6mCc3yC9exVTF,2025-05-21T16:30:00.000Z
manual,,manual,17.9,,1747807200000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,U81sbomTATiXn8MZp2meWo7c1PiGaK,2025-05-21T06:00:00.000Z
manual,,manual,18.6,,1747764000000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,4tTLAVraIdQAugyITPgQrTW7jVsb2F,2025-05-20T18:00:00.000Z
manual,,manual,18.1,,1747720800000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,j0jAK0u1rcaokUC3uHbNLWcUzNyNik,2025-05-20T06:00:00.000Z
manual,,manual,18.8,,1747688400000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,vY4hr3eIjNZa9qKXKz0MK1wgwPoaBZ,2025-05-19T21:00:00.000Z
manual,,manual,18.6,,1747675800000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,W7MAx2IQgqWKaAWXH4BYh8SdmXmJFa,2025-05-19T17:30:00.000Z
manual,,manual,18.5,,1747634400000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,dVppiaiaX2OI7Tz9xQVwgmo1HqHeoZ,2025-05-19T06:00:00.000Z
manual,,manual,18.4,,1747602000000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,IkcDJuBQKT8F7lFGCxRAUUYxqFtJKk,2025-05-18T21:00:00.000Z
manual,,manual,18.4,,1747591200000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,9Ei8buYhAHZuEMn2uZJBdtdDIu25ao,2025-05-18T18:00:00.000Z
manual,,manual,18.6,,1747569600000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,0mq17RExSObD2i5HhGCo7k0PeQNdox,2025-05-18T12:00:00.000Z
manual,,manual,18.6,,1747548000000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,hd28jTC4Y70EQeasuBeVNE8WFJhMNB,2025-05-18T06:00:00.000Z
manual,,manual,18.8,,1747515600000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,tzkUWUuwwWrR0MfANfV3GxNkw65KBM,2025-05-17T21:00:00.000Z
manual,,manual,18.8,,1747504800000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,qCxZ75HLleuvqyd8tOCyH03zmxmb1D,2025-05-17T18:00:00.000Z
manual,,manual,17.7,,1747486800000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,LKu2jdxQs7qnAUEHDLqyvvBVdeuqyh,2025-05-17T13:00:00.000Z
manual,,manual,17.7,,1747472400000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,JJdd2CAhn6js3WrLl79od6nviaO33Q,2025-05-17T09:00:00.000Z
manual,,manual,18.1,,1747431000000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,Wqq4tWFxBYoO8ne2zc0TtHVEpO7KGY,2025-05-16T21:30:00.000Z
manual,,manual,18.7,,1747409400000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,jV0ivlGXLysUY3M9U9RtCk5qeOc4S8,2025-05-16T15:30:00.000Z
manual,,manual,17.9,,1747375200000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,1QAHYot6ntEgWqVjsc1zAAH5m8J39v,2025-05-16T06:00:00.000Z
manual,,manual,19.3,,1747332000000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,OmWGeGPtp2ShXj4ggKLBKRo6uXeGPj,2025-05-15T18:00:00.000Z
manual,,manual,19.3,,1747323000000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,IkLnU9ZNwfT3RrAKv48tkfo6HZsUlK,2025-05-15T15:30:00.000Z
manual,,manual,17.6,,1747288800000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,cC0CJAXERDYuHmRVMENSBG0eMKvFap,2025-05-15T06:00:00.000Z
manual,,manual,18.5,,1747245600000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,Wz6QIi9wN90fXIF0vXthFDKGqiI4UD,2025-05-14T18:00:00.000Z
manual,,manual,18.3,,1747202400000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,LzpN61v1DOG9r13HmItqTmmkXPsa2F,2025-05-14T06:00:00.000Z
manual,,manual,19.3,,1747159200000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,qQ4Kqgz7qcDRGK0YADsRVrF0Db7UOo,2025-05-13T18:00:00.000Z
manual,,manual,18.9,,1747116000000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,eSJQMrgmzaBELzAQ8pIdJjPtJpW1sj,2025-05-13T06:00:00.000Z
manual,,manual,18.6,,1747072800000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,hOCdvZ2uWHmCvLSdh1kR9Zfxffc3hS,2025-05-12T18:00:00.000Z
manual,,manual,18.4,,1747029600000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,VDkb0CFQtJEgzKep7j9aTXJ1zIFoP0,2025-05-12T06:00:00.000Z
manual,,manual,18.9,,1746986400000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,dKGyC2tZKQJJpNaiGLIXefq5qnpop1,2025-05-11T18:00:00.000Z
manual,,manual,18.7,,1746972000000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,bCvex5P67Jz0JYqSRrVuHwmTHABXtp,2025-05-11T14:00:00.000Z
manual,,manual,18.2,,1746957600000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,gf2gqXuq0eKXkOPkTJYgVwBFAW3kTz,2025-05-11T10:00:00.000Z
manual,,manual,17.5,,1746946800000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,esg1SPFEeIY5svhQS8Yypgz7bzMlvt,2025-05-11T07:00:00.000Z
manual,,manual,18,,1746900000000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,YALZTLazGdxVeg2UA2Lebit1eSfOAv,2025-05-10T18:00:00.000Z
manual,,manual,17.7,,1746885600000,pCmwi12q7em8vZ2289jQNHHYuPAgS3$0$manual$manual$0,yix7SpXGsUPNBnLNgEHZx0etfb93vv,2025-05-10T14:00:00.000Z
