sg,temp,type,time,comment,id,__acc_reading_doc_id,__acc_reading_data_id,timepoint,pressure,ph
,9.8,manual,1758650400000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,AzcbVFGhMsmdm2AaneCGYsQEdiKPQC,2025-09-23T18:00:00.000Z
,10.7,manual,1758636000000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,5RA2RuCaAjwp3lq0WkawMCRx2Z6Len,2025-09-23T14:00:00.000Z
,10.1,manual,1758621600000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,PjIO8nRLLNuY11WAKB12uoQ3FWKizW,2025-09-23T10:00:00.000Z
,9.9,manual,1758607200000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,njLJOs0N2WRgbteLSEKlp3IBMU2kYF,2025-09-23T06:00:00.000Z
,9.7,manual,1758592800000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,9VzsO9Weke1RqkVwBoX6rgHGOczdI7,2025-09-23T02:00:00.000Z
,9.7,manual,1758578400000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,goIdOPs2DrcY8x35MPJDkOBhvVS7S2,2025-09-22T22:00:00.000Z
,10.9,manual,1758564000000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,OsRMWUrKQIpq5ruteLGo5heFUhETxr,2025-09-22T18:00:00.000Z
,9.9,manual,1758549600000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,Zz89IT8x2ISwqHmasz7n2piQVXcBoz,2025-09-22T14:00:00.000Z
,9.5,manual,1758535200000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,feu8XmLVLbdV66KMQJg2m9nww1cMJW,2025-09-22T10:00:00.000Z
,9.6,manual,1758520800000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,XBvdc43yogYqFKPHAkwonVdaNZW5Rt,2025-09-22T06:00:00.000Z
,10.8,manual,1758506400000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,tybhzhceJDVPXoVOt2AvDw8QTXFqrR,2025-09-22T02:00:00.000Z
,10.1,manual,1758492000000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,a94PEvYUqtca7GSd7Dxdla1prBA7n8,2025-09-21T22:00:00.000Z
,9.9,manual,1758477600000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,mXtjiShIpqmu85WAjI0fnsYp1YfV9C,2025-09-21T18:00:00.000Z
,10.8,manual,1758463200000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,zQSeeTjScskmD2fORH3RJAKpEdunsL,2025-09-21T14:00:00.000Z
,9.7,manual,1758448800000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,zRvczXXgIY44oZd7G1efKIDttNahbx,2025-09-21T10:00:00.000Z
,9.9,manual,1758434400000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,roD3gQSbAeAwcDBLixQ1JqL3121cI2,2025-09-21T06:00:00.000Z
,10.1,manual,1758420000000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,Y4y1TUOPlotC0AVTgVJjK4BiOdEHqH,2025-09-21T02:00:00.000Z
,9.9,manual,1758405600000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,xs7uOe36qDI9F03zk3YXbszQdTphMv,2025-09-20T22:00:00.000Z
,10.1,manual,1758391200000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,qg2cvpqWQUTocrfW8rrIomrZ54ecvh,2025-09-20T18:00:00.000Z
,10,manual,1758376800000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,adIJ5wMHGnTBFA6b5V94voyqIH5lH8,2025-09-20T14:00:00.000Z
,9.9,manual,1758362400000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,hJSE7N4uDI5mU399Fd4soQT8rIiHg5,2025-09-20T10:00:00.000Z
,10,manual,1758348000000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,Q9mZPq2judHIUiagUUgrUq8Tv1HjDC,2025-09-20T06:00:00.000Z
,10.3,manual,1758333600000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,NIrhS4UrLWb2nft4qQADcpx9X1sJjs,2025-09-20T02:00:00.000Z
,9.9,manual,1758319200000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,CV9h9DHTv0IbnymXUSnKMYG7rASDjK,2025-09-19T22:00:00.000Z
,10.3,manual,1758304800000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,rbwapkwKJtSw43nilNVUGaOPzrLg3c,2025-09-19T18:00:00.000Z
,9.9,manual,1758290400000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,hbWp93er5viWFNB2rhJh9C6tkgKbPn,2025-09-19T14:00:00.000Z
,10.1,manual,1758276000000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,dD45g3DoVXGwt9PZD1qknl1t3zqVEs,2025-09-19T10:00:00.000Z
,9.8,manual,1758261600000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,dFnSHs7qIxEXUZj5C4ZjdR1QVJOY54,2025-09-19T06:00:00.000Z
,10.7,manual,1758247200000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,IdjgrMy6h8UTDi73Aw0YYs511k7FCh,2025-09-19T02:00:00.000Z
,9.9,manual,1758232800000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,Hy7Sxi3GmMbMJsEhn2hHxRMMFcqK9C,2025-09-18T22:00:00.000Z
,10.9,manual,1758218400000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,Zbl4GDff6qhcB3byly3TDgBiPJoCcI,2025-09-18T18:00:00.000Z
,9.8,manual,1758204000000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,57SWlFqs2hWbaTF2pZBtjienfv3bED,2025-09-18T14:00:00.000Z
,11.1,manual,1758189600000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,noLIwOSFvc1J3RbyDP30u8OC7g5y7I,2025-09-18T10:00:00.000Z
,10.1,manual,1758175200000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,QGl1vlR6OOUVkQzqMTu7kwplSKs7Eu,2025-09-18T06:00:00.000Z
,9.8,manual,1758160800000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,zThsLlwrq0hfZTwFNcaQPyI1WZgyaZ,2025-09-18T02:00:00.000Z
,10.5,manual,1758146400000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,hQFscxzXUrSR4nwDKiDyS3MhiCJ90Y,2025-09-17T22:00:00.000Z
,9.7,manual,1758132000000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,8kKL7XsRaqg83aC55Flb7IXkzgGTl4,2025-09-17T18:00:00.000Z
,9.8,manual,1758117600000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,Qr1ZUGZstuaboxRdUehk7lN9nKTiDT,2025-09-17T14:00:00.000Z
,10.4,manual,1758103200000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,BKQpnf8yrbuAIL8GDRMWIOA2gI5j59,2025-09-17T10:00:00.000Z
,9.7,manual,1758088800000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,nmKFLO25lOP9gSqins8gNv8HuZn4YB,2025-09-17T06:00:00.000Z
,9.7,manual,1758074400000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,y7q90sythUIL8cVXmTfnFxZQw7ZeUu,2025-09-17T02:00:00.000Z
,10.7,manual,1758060000000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,G3XtGD5eqjY0oNdo7FH6oSafkGG3lf,2025-09-16T22:00:00.000Z
,9.8,manual,1758045600000,,manual,naEGuh7PTEtw6cIFM4M381USJrrIzU$0$manual$manual$0,pYHRpO6eCD8gC22ZC55DFPdKuOGRnA,2025-09-16T18:00:00.000Z
