comment,time,id,sg,temp,type,__acc_reading_doc_id,__acc_reading_data_id,timepoint,pressure,ph
,1680458400000,manual,,18,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,n0NRDE97rHzIZZkb5ESzPOuOpbogua,2023-04-02T18:00:00.000Z
,1680444000000,manual,,18.4,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,SEPxb7MNOg8fB9WX9OcwGcQlOsZjdI,2023-04-02T14:00:00.000Z
,1680429600000,manual,,17.8,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,226vDfw2y5QJbtPnsMxSLjWVwDeD9w,2023-04-02T10:00:00.000Z
,1680415200000,manual,,17.7,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,AtEwArHzjFyzy6Qt2ufDwvYiCm3tAW,2023-04-02T06:00:00.000Z
,1680400800000,manual,,18.5,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,NvKBmrpGMDDU7kWlwZToyHiGpPM3pq,2023-04-02T02:00:00.000Z
,1680386400000,manual,,17.8,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,wPALQo4TUN5iAhjpCYn1OWEhgAYo0O,2023-04-01T22:00:00.000Z
,1680372000000,manual,,17.7,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,qfGspXUyRR58lKU871JZ8xge7lFIlz,2023-04-01T18:00:00.000Z
,1680357600000,manual,,18.1,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,IcIzXXPBWVGLJXkLgjTNqQTiDdNwpB,2023-04-01T14:00:00.000Z
,1680343200000,manual,,18.5,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,qy5138rBmzkaavM6a0Lo8X98FRyVQt,2023-04-01T10:00:00.000Z
,1680328800000,manual,,17.5,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,dWlX7UUSoYmBYzUyhj4aATIyN2YXIQ,2023-04-01T06:00:00.000Z
,1680314400000,manual,,18.1,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,blOeArWaIBNPZCzcD6qEIKP0zMtUbT,2023-04-01T02:00:00.000Z
,1680300000000,manual,,18.5,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,zxtOLbkll7jwZeeoGQwH0yzhRxja8S,2023-03-31T22:00:00.000Z
,1680285600000,manual,,18.2,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,ykI9EqPmbF2iI4AYc8394OIeYm3X5r,2023-03-31T18:00:00.000Z
,1680271200000,manual,,17.5,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,IbzDI4ADxJdNt6l24jOxayufDie0Az,2023-03-31T14:00:00.000Z
,1680256800000,manual,,17.9,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,qvvUdEESPzgGnJEYm55QP1Ftko9sjr,2023-03-31T10:00:00.000Z
,1680242400000,manual,,18.4,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,mvkwRlxFAiH6hQ6BAS8FMHDdDYw8nj,2023-03-31T06:00:00.000Z
,1680228000000,manual,,18.3,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,vHoYnljGwqrk9J98dhaS6K1A5yu6xs,2023-03-31T02:00:00.000Z
,1680213600000,manual,,17.6,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,f8h1u1GMTXAZErYxClv2SPTdU88w2d,2023-03-30T22:00:00.000Z
,1680199200000,manual,,17.7,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,6zUO9fp7AVtIMrCdpnZPx9nP1EZRZI,2023-03-30T18:00:00.000Z
,1680184800000,manual,,17.6,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,qi9XQb18L0PkEEOJC85QhIN4vnKDDc,2023-03-30T14:00:00.000Z
,1680170400000,manual,,17.8,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,0UMGrNy1YTUENpnc6c1gNDB0CRGqRH,2023-03-30T10:00:00.000Z
,1680156000000,manual,,18.5,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,afEbiYHhtoqyiSp5CqkUABqqJ2as1O,2023-03-30T06:00:00.000Z
,1680138000000,manual,,17.6,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,DtSJAvqrri4zKMdJfasRgnJomT53Rd,2023-03-30T01:00:00.000Z
,1680127200000,manual,,17.6,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,Zo97cStAEmzGIUIVDZkd22kIaPbBTA,2023-03-29T22:00:00.000Z
,1680112800000,manual,,18.1,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,N92XS61F6gIGbTnMZSH8Vvrxi2e09a,2023-03-29T18:00:00.000Z
,1680098400000,manual,,18.5,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,DSBKRfH85fqYU6S1tSWhWO3XhGfPRp,2023-03-29T14:00:00.000Z
,1680084000000,manual,,17.9,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,Yt69epQnZQgEmJEkRMidGPC7QR145Z,2023-03-29T10:00:00.000Z
,1680069600000,manual,,17.5,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,1I854C1CkZZN5xvZknDJSlIV1NZToW,2023-03-29T06:00:00.000Z
,1680055200000,manual,,18.1,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,ObaaIKelirmTgmbbHUZ8ZdfZzJwKAh,2023-03-29T02:00:00.000Z
,1680040800000,manual,,18.4,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,rtGB6qun5VqHI7pyhMOE9YsG4GweD9,2023-03-28T22:00:00.000Z
,1680026400000,manual,,17.8,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,aU6E0BvHcvhIBSi7QCWC7C8QDUwMG2,2023-03-28T18:00:00.000Z
,1680012000000,manual,,17.5,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,9A28rM5lYLHOgXFX8mI6aWSJK8I4ju,2023-03-28T14:00:00.000Z
,1679997600000,manual,,18.2,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,wjRSzfUFyc78FsfFYliMwlaBPDWUdk,2023-03-28T10:00:00.000Z
,1679983200000,manual,,18.5,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,W2aEg6SI7erXQVWrKjT0vGCSz9QiKX,2023-03-28T06:00:00.000Z
,1679969700000,manual,,18.5,manual,AywEwAYs1G5ga77Jq4lyX2MWmHeNaU$0$manual$manual$0,O73Qh56igKPZG8hq4Pgyxe4l4LiwhJ,2023-03-28T02:15:00.000Z
