type,time,temp,id,comment,sg,__acc_reading_doc_id,__acc_reading_data_id,timepoint,pressure,ph
manual,1673208000000,14.6,manual,,,jE4F45yPZR2qzOdA4G8iCHxwdkQUU6$0$manual$manual$0,jiqecH9uoi2rF4x22pR3vPUc2N2HXU,2023-01-08T20:00:00.000Z
manual,1673110800000,15.2,manual,,,jE4F45yPZR2qzOdA4G8iCHxwdkQUU6$0$manual$manual$0,BLb2J33VAVNi1NLutgZxuFku4D78R7,2023-01-07T17:00:00.000Z
manual,1672956000000,15.6,manual,,,jE4F45yPZR2qzOdA4G8iCHxwdkQUU6$0$manual$manual$0,5jbVhxj4OMG5DT4MmhX0iVNknXQBVE,2023-01-05T22:00:00.000Z
manual,1672840800000,15.5,manual,,,jE4F45yPZR2qzOdA4G8iCHxwdkQUU6$0$manual$manual$0,TDU4s1BClhOnIOfvKw7GqoPest7Yuu,2023-01-04T14:00:00.000Z
manual,1672813800000,15.4,manual,,,jE4F45yPZR2qzOdA4G8iCHxwdkQUU6$0$manual$manual$0,MBgYkdXu870rvOjekJSCR7pKOg5ZuA,2023-01-04T06:30:00.000Z
manual,1672786800000,15.5,manual,,,jE4F45yPZR2qzOdA4G8iCHxwdkQUU6$0$manual$manual$0,k7yTBc7XcZeTxjhjjATPJAg2LBmjmR,2023-01-03T23:00:00.000Z
manual,1672772400000,15.5,manual,,,jE4F45yPZR2qzOdA4G8iCHxwdkQUU6$0$manual$manual$0,4D7SjK50qyQqgluslF03OKEcAQ65gL,2023-01-03T19:00:00.000Z
manual,1672686000000,15.7,manual,,,jE4F45yPZR2qzOdA4G8iCHxwdkQUU6$0$manual$manual$0,5pgdta7N5Kfdsc65gXXBkUkkkHxg1w,2023-01-02T19:00:00.000Z
manual,1672639200000,15.7,manual,,,jE4F45yPZR2qzOdA4G8iCHxwdkQUU6$0$manual$manual$0,cE7eNQPN8khmUH1EgUD9pnofOQJqDu,2023-01-02T06:00:00.000Z
manual,1672610400000,15.2,manual,,,jE4F45yPZR2qzOdA4G8iCHxwdkQUU6$0$manual$manual$0,EiOcZuk3qwjj7pFHWufID5KQaLbwzJ,2023-01-01T22:00:00.000Z
manual,1672480800000,14.1,manual,,,jE4F45yPZR2qzOdA4G8iCHxwdkQUU6$0$manual$manual$0,ZbfJkSe9mwL74zI9Z59AdREwcvt7Jm,2022-12-31T10:00:00.000Z
manual,1672390817475,14.7,manual,,,jE4F45yPZR2qzOdA4G8iCHxwdkQUU6$0$manual$manual$0,4nBCcKMdMx5m0psThb8IUmfyjjhRNS,2022-12-30T09:00:17.475Z
manual,1672354800000,14.1,manual,,,jE4F45yPZR2qzOdA4G8iCHxwdkQUU6$0$manual$manual$0,ug7Yagp5reJCqzw7BJrS6yAKu4bHgY,2022-12-29T23:00:00.000Z
manual,1672297200000,14.1,manual,,,jE4F45yPZR2qzOdA4G8iCHxwdkQUU6$0$manual$manual$0,bUPeUzF8J9rv38KOcRsexp9mklY4ix,2022-12-29T07:00:00.000Z
manual,1671775200000,14.4,manual,,,jE4F45yPZR2qzOdA4G8iCHxwdkQUU6$0$manual$manual$0,BgjMBQF9r613MtxK4BJZiBDEI89zYg,2022-12-23T06:00:00.000Z
manual,1671692400000,14.5,manual,,,jE4F45yPZR2qzOdA4G8iCHxwdkQUU6$0$manual$manual$0,MrEixVnDYoyZdf5nx1pZPzdqliHPym,2022-12-22T07:00:00.000Z
manual,1671651000000,14.5,manual,,,jE4F45yPZR2qzOdA4G8iCHxwdkQUU6$0$manual$manual$0,kBw2R7QBVVSHTVUIr9H5hZecsjQKIm,2022-12-21T19:30:00.000Z
manual,1671606000000,14,manual,,,jE4F45yPZR2qzOdA4G8iCHxwdkQUU6$0$manual$manual$0,o2pqkc2c0fbNURUiLM7HkXGhIaH8bU,2022-12-21T07:00:00.000Z
manual,1671570000000,14.2,manual,,,jE4F45yPZR2qzOdA4G8iCHxwdkQUU6$0$manual$manual$0,LKNIzrhDnsW0XF3VA8qlqSwZCO6Aly,2022-12-20T21:00:00.000Z
manual,1671399000000,13.6,manual,,,jE4F45yPZR2qzOdA4G8iCHxwdkQUU6$0$manual$manual$0,X3wpmr4pi69RUgRbmoePKBC8THVdxp,2022-12-18T21:30:00.000Z
manual,1671368400000,13.7,manual,,,jE4F45yPZR2qzOdA4G8iCHxwdkQUU6$0$manual$manual$0,TNDXpswOlawCngk5NloGdNmk1LOYC9,2022-12-18T13:00:00.000Z
manual,1671133680000,16.8,manual,,,jE4F45yPZR2qzOdA4G8iCHxwdkQUU6$0$manual$manual$0,Lws9vddSkQqCxG2uJoNzK2NmyIr7z5,2022-12-15T19:48:00.000Z
manual,1670958000000,15.8,manual,,,jE4F45yPZR2qzOdA4G8iCHxwdkQUU6$0$manual$manual$0,yFUHlM8KpKu5ypTPYn4kIYN5delbFX,2022-12-13T19:00:00.000Z
manual,1670943600000,16,manual,,,jE4F45yPZR2qzOdA4G8iCHxwdkQUU6$0$manual$manual$0,oO15FVVKj79N71YgTHSM8x85rmnxnV,2022-12-13T15:00:00.000Z
manual,1670929200000,16.1,manual,,,jE4F45yPZR2qzOdA4G8iCHxwdkQUU6$0$manual$manual$0,qAXfoiBDnOCHCbvCql5E9xC6aomIZD,2022-12-13T11:00:00.000Z
manual,1670914800000,16.7,manual,,,jE4F45yPZR2qzOdA4G8iCHxwdkQUU6$0$manual$manual$0,ddiwPkXgcvskxP0I9EAQ1UoI0QztRG,2022-12-13T07:00:00.000Z
manual,1670900400000,17.3,manual,,,jE4F45yPZR2qzOdA4G8iCHxwdkQUU6$0$manual$manual$0,JLfuVz0VsUVoxKG4RVAxiMJyRaoVUr,2022-12-13T03:00:00.000Z
