temp,type,sg,id,comment,time,__acc_reading_doc_id,__acc_reading_data_id,timepoint,pressure,ph
17,manual,,manual,,1622581740339,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,zul95MTCDdAa3mP1ztHYX0gPj8EJJu,2021-06-01T21:09:00.339Z
17.5,manual,,manual,,1622563025619,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,QjAJLl9sQnnksIssKWAZ9STU2i2r1S,2021-06-01T15:57:05.619Z
17.1,manual,,manual,,1622526605632,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,T0inlWdFR8njRMLMXQhwbcWdk9DJ20,2021-06-01T05:50:05.632Z
17.5,manual,,manual,,1622496014766,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,tY8jEcVlJHac407Zp5q3zbjvveD73v,2021-05-31T21:20:14.766Z
17.9,manual,,manual,,1622470418706,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,RAe88MIqiaoxrC8ZcVWi4zLwhReUM4,2021-05-31T14:13:38.706Z
17.7,manual,,manual,,1622443146119,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,If70M7DAtaPrC316WgK1CCsNgCTbQy,2021-05-31T06:39:06.119Z
17.2,manual,,manual,,1622407628053,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,JLwJmqeXLJgLU2m9BZRlXtg487DU9f,2021-05-30T20:47:08.053Z
17,manual,,manual,,1622385178540,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,Hzet9V93lPQygQpY1zz59MBgtQ61rv,2021-05-30T14:32:58.540Z
17,manual,,manual,,1622359445343,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,40PuFbhL6lQNCyOC3AVB5rTqK8cYkH,2021-05-30T07:24:05.343Z
17.8,manual,,manual,,1622318527212,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,09ciYXBhznnqSLJlMMzjxAJxDBq0un,2021-05-29T20:02:07.212Z
17.4,manual,,manual,,1622295919771,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,FCCG0Hi1AsVgBR0SUMFiBzXXt7zU5J,2021-05-29T13:45:19.771Z
17.1,manual,,manual,,1622274058922,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,Kv0IBKSrynaVTkXVXjhq4AkDICRTHM,2021-05-29T07:40:58.922Z
17.8,manual,,manual,,1622232579317,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,T5IseWTmgObgM6SGCORxQ5JBaT74ZB,2021-05-28T20:09:39.317Z
17.6,manual,,manual,,1622219422005,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,lggopPDhXAJNzN33rosgmLugIl0LEr,2021-05-28T16:30:22.005Z
17.2,manual,,manual,,1622184720000,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,l9FmHQJNk6B2A5t4EU5YktEEZLQOf9,2021-05-28T06:52:00.000Z
17.2,manual,,manual,,1622143742307,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,ZOBUIDEGwXHKLQWVpUyIZ8YEaLyN8x,2021-05-27T19:29:02.307Z
16.8,manual,,manual,,1622112254779,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,SN02p5rHifqWiz5zSsuCvLZtp0xypD,2021-05-27T10:44:14.779Z
16.9,manual,,manual,,1622097373929,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,zIueywPQp85mfHAAuBhVfP8yCAjzlX,2021-05-27T06:36:13.929Z
16.9,manual,,manual,,1622062989299,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,x9ieaxJuwoW0GSj3rL2BlDpSM4exWT,2021-05-26T21:03:09.299Z
17,manual,,manual,,1622033760000,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,fFjJ0udYuvVpOFXfBOgtczeM2P6536,2021-05-26T12:56:00.000Z
17,manual,,manual,,1622012202388,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,lIWIhXqcB5EVa3vJcMuEbbBR1xUY3k,2021-05-26T06:56:42.388Z
17.2,manual,,manual,,1621979625195,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,TEfqUfRTBdD7C7M5N5UME9ABGEGnCF,2021-05-25T21:53:45.195Z
17.4,manual,,manual,,1621943577244,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,ApU7nIYHY6CDbB43U6U6S29IjMvXxS,2021-05-25T11:52:57.244Z
17.3,manual,,manual,,1621930200000,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,j08386gaJWianbrrCbsHzs4lykY9Ds,2021-05-25T08:10:00.000Z
17.6,manual,,manual,,1621892611928,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,zymDyz0adNZdJgYU71apXzl1rs80CP,2021-05-24T21:43:31.928Z
17.3,manual,,manual,,1621863346534,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,c0OYduS3Ux3sDIzGMx9pYXDV6Gf4xg,2021-05-24T13:35:46.534Z
17.2,manual,,manual,,1621839120000,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,OcmvlyPYjcvRiDABxpTbKuoPm8x2Cw,2021-05-24T06:52:00.000Z
17.2,manual,,manual,,1621806784426,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,S78zvpT4uSsF11HFqoE6vIvLHkvs0v,2021-05-23T21:53:04.426Z
16.7,manual,,manual,,1621787867263,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,oTBzZYuYacy5962J9jkFKduAyNaksJ,2021-05-23T16:37:47.263Z
16.9,manual,,manual,,1621756565402,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,KX99jRL74XEMd85wOqbIkLOpiqGSBs,2021-05-23T07:56:05.402Z
17,manual,,manual,,1621717373301,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,JgKzxZWUrf7H7Om2h2olj7FMfxvpmG,2021-05-22T21:02:53.301Z
16.9,manual,,manual,,1621686203729,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,d70pWuKYR0vVjtxFf3CHiNM0H7npsc,2021-05-22T12:23:23.729Z
16.9,manual,,manual,,1621674521575,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,7ApZe1HnWNNWzQMjlB2Jx4wYcZdhB3,2021-05-22T09:08:41.575Z
17.4,manual,,manual,,1621633756096,5YZ5KtYtGE3une93TnE5wFjHov6Oer$0$manual$manual$0,wii2Bfxsywu2rOiRsHosmiWee4aCoG,2021-05-21T21:49:16.096Z
