sg,comment,temp,time,type,id,__acc_reading_doc_id,__acc_reading_data_id,timepoint,ph,pressure
,,17.2,1608418673806,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,PsSfAlAuoGBOa1YGfVis,2020-12-19T22:57:53.806Z
,,17.9,1608400740000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,JFu6xNenSguA8kB2R0FN,2020-12-19T17:59:00.000Z
,,17.3,1608372660000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,KhYwQfXLqfhfYl5Rg2f1,2020-12-19T10:11:00.000Z
,,17.7,1608325620000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,j9ZvG366ey4X0jF4uwPm,2020-12-18T21:07:00.000Z
,,17.6,1608301140000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,vk82DHKoDOg2OSynB27A,2020-12-18T14:19:00.000Z
,,17,1608279360000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,f5VJdHn3aEqSjG7Eyk8b,2020-12-18T08:16:00.000Z
,,17.2,1608244020000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,08SW4syas7ia3zknmmm2,2020-12-17T22:27:00.000Z
,,17.1,1608231120000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,3DngyCrK8O1e4DYgWbT5,2020-12-17T18:52:00.000Z
,,17.2,1608205620000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,0lOFixGX2l9R3cxHc9ui,2020-12-17T11:47:00.000Z
,,17.7,1608190196384,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,R6I8wNyMMxPutcKJbLfQ,2020-12-17T07:29:56.384Z
,,17.7,1608159960000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,sQvFcrBPfV7F0im0gm7f,2020-12-16T23:06:00.000Z
,,17.1,1608145970987,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,3EVZPF1IloeudAnzevXR,2020-12-16T19:12:50.987Z
,,17.8,1608119460000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,7bSjGgagPdUIgQuVYUFb,2020-12-16T11:51:00.000Z
,,17.4,1608103800000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,8tkVPAso88IFg3k40YRt,2020-12-16T07:30:00.000Z
,,18.5,1608073784536,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,ZrJXdTNPqI5ITzw6Qbo7,2020-12-15T23:09:44.536Z
,,17,1608059400000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,3loqTUA8i51O6cWQXxNO,2020-12-15T19:10:00.000Z
,,17.9,1608033360000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,1U1WdCKAmg1EAgnI3z4k,2020-12-15T11:56:00.000Z
,,17.9,1608017400000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,1Vm3g2uvyvkKw4ODpHhG,2020-12-15T07:30:00.000Z
,,17.5,1607984280000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,ziRtRPzopvjSAU92EpBx,2020-12-14T22:18:00.000Z
,,17.5,1607976540000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,l46Hhxog7nPeikGrlonF,2020-12-14T20:09:00.000Z
,,17.2,1607946780000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,ce1NO6yXO2dDwUlAHDwu,2020-12-14T11:53:00.000Z
,,17.7,1607930520000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,kwhSP2n6VQLxcYW5QQPv,2020-12-14T07:22:00.000Z
,,17.6,1607887620000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,66K9VllxREJ33juBozh0,2020-12-13T19:27:00.000Z
,,17.3,1607864640000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,sLq6bktR8cuoxYyheSXV,2020-12-13T13:04:00.000Z
,,17.2,1607844120000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,GARIUWMD9in2JpRp84A5,2020-12-13T07:22:00.000Z
,,17.4,1607812500000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,QYmEGumGGryrEoOS4l2i,2020-12-12T22:35:00.000Z
,,17.5,1607781960000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,Pv4uFkB0XDjpzH5pFVgt,2020-12-12T14:06:00.000Z
,,16.5,1607762040000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,V9oZDzb8LqLddzaqCosL,2020-12-12T08:34:00.000Z
,,17.9,1607721900000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,UylXtTp2fg5Npv9QyYEO,2020-12-11T21:25:00.000Z
,,17.7,1607710860000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,53imOUAg4A7OOuwlbjzp,2020-12-11T18:21:00.000Z
,,17.7,1607687520000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,iK94HL21Q8UkTRkpXafC,2020-12-11T11:52:00.000Z
,,16.3,1607670420000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,IYMfpXrrYB0OOL9LhyWE,2020-12-11T07:07:00.000Z
,,17.2,1607638020000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,hHl5lpT4pllRuQK1MPXx,2020-12-10T22:07:00.000Z
,,17.2,1607622780000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,CUQoRMPPGlu50zwrckqn,2020-12-10T17:53:00.000Z
,,17,1607596560000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,W03ct8HVqcJp5fZLWByY,2020-12-10T10:36:00.000Z
,,17,1607583360000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,CLlY6l2TFqDtVqUQDZdL,2020-12-10T06:56:00.000Z
,,17.2,1607552280000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,42xYGUvvaFoIJniCxB02,2020-12-09T22:18:00.000Z
,,17.1,1607540040000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,fzk8kfYgdp5k7jSjTZlr,2020-12-09T18:54:00.000Z
,,17.8,1607516280000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,awcDPoqTAny5N0ndTFkv,2020-12-09T12:18:00.000Z
,,17.2,1607498460000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,Q4Fg08nbuutX4jpSOd6K,2020-12-09T07:21:00.000Z
,,17.6,1607466840000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,eJPmXMWfYblfsqQxAW22,2020-12-08T22:34:00.000Z
,,17.7,1607449610440,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,CYm1zx9E62TiQF3f05ix,2020-12-08T17:46:50.440Z
,,17.8,1607429400000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,KaVamA6Xa4WVutbL0aZU,2020-12-08T12:10:00.000Z
,,17,1607410200000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,viWORLsaIFegjCSs1AS6,2020-12-08T06:50:00.000Z
,,17.5,1607376000000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,OnmR33yPehqKGZjiIgG0,2020-12-07T21:20:00.000Z
,,17.4,1607358107003,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,IMTTPcao625glmcSjXlA,2020-12-07T16:21:47.003Z
,,17.1,1607341906081,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,8jNDjv5sTa9dKz5yGrI1,2020-12-07T11:51:46.081Z
,,17.4,1607325909084,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,X9hvCahLe9uA2KK9lyTm,2020-12-07T07:25:09.084Z
,,17.2,1607292697709,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,8WUtfEvJwDChyeLC27ME,2020-12-06T22:11:37.709Z
,,17.9,1607282334430,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,k6NOr4gwzEQqhJ89rx2w,2020-12-06T19:18:54.430Z
,,16.7,1607265978685,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,gM8xIhMS0jvOLE3GRGSs,2020-12-06T14:46:18.685Z
,,16,1607242372286,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,9E8tqdlsW4nztldPsoWU,2020-12-06T08:12:52.286Z
,,17.7,1607205180000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,mic3bPbSbnnV4aQkptRE,2020-12-05T21:53:00.000Z
,,17.9,1607184720000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,5nYkP3LDakyfnAqXiun4,2020-12-05T16:12:00.000Z
,,17.8,1607177700000,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,3qnyohcUgGiPUfdeV2HK,2020-12-05T14:15:00.000Z
,,17.7,1607171480811,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,QkXaHhmMYVCL8hH5SpaD,2020-12-05T12:31:20.811Z
,,17.3,1607161689436,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,VOXoy9zH60NIJs0YpqC2,2020-12-05T09:48:09.436Z
,,17.3,1607118024293,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,pTwMcYccAK3ZQ0WUJCx5,2020-12-04T21:40:24.293Z
,,17.1,1607102538856,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,0ZsLrJSxAoAR9iI11iur,2020-12-04T17:22:18.856Z
,,17.6,1607081837766,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,axIKOInMhzsfDCLpb7DI,2020-12-04T11:37:17.766Z
,,17.2,1607066999233,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,AkOMaQoN95LfQRMQkvg9,2020-12-04T07:29:59.233Z
,,18,1607036094670,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,N81bPsQ7Dkv2eqRx3EBl,2020-12-03T22:54:54.670Z
,,17.2,1607016755487,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,PXnxO18dUjkbCQp7zE34,2020-12-03T17:32:35.487Z
,,18,1606998776787,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,cTm4R3x2lJ6l4MpIUvtN,2020-12-03T12:32:56.787Z
,,17.2,1606982217961,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,1Xib6qi6FV2Oo6ovTCkU,2020-12-03T07:56:57.961Z
,,18.5,1606947039488,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,ICUBozNWP8lkEb3TiVCT,2020-12-02T22:10:39.488Z
,,18,1606929253864,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,GqeyXVdn5abgvRWeFbxE,2020-12-02T17:14:13.864Z
,,18,1606910455579,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,0Ie7zsGg7z7P4mV4kyvK,2020-12-02T12:00:55.579Z
,,18.1,1606895275189,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,u3D1tT90itwrd6jRgUcJ,2020-12-02T07:47:55.189Z
,,18.8,1606859382518,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,RQiJcCxTEmZg1b6PfPeG,2020-12-01T21:49:42.518Z
,,18.2,1606838909138,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,8KOdL2etKz2SaFs3e2TP,2020-12-01T16:08:29.138Z
,,18.5,1606826847734,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,IM91X09i48RZJbtUoP07,2020-12-01T12:47:27.734Z
,,18,1606815964891,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,oBjEWBTb7atL4QVjywII,2020-12-01T09:46:04.891Z
,,17.7,1606807553316,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,C4qvHebv3fD1xQ2LemOs,2020-12-01T07:25:53.316Z
,,17.2,1606772737727,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,qUxbWyQX2gZEaiAzcgeR,2020-11-30T21:45:37.727Z
,,17.5,1606759442399,manual,manual,uHELZm2Cc8mZRFkwRQHmawMLMg8ziV$0$manual$manual$0,hX548UxXC4US74x2ZcTL,2020-11-30T18:04:02.399Z
