time,id,type,sg,temp,comment,__acc_reading_doc_id,__acc_reading_data_id,timepoint,ph,pressure
1758650400000,manual,manual,,9.8,,OmRjC04BMOV8aZ847PXXgqLBfVYiYx$0$manual$manual$0,tAN0odEBs68Ywn2NqIRywjW3Q0Oodj,2025-09-23T18:00:00.000Z
1758636000000,manual,manual,,10.7,,OmRjC04BMOV8aZ847PXXgqLBfVYiYx$0$manual$manual$0,g0vT3z8rcCyGhT6S5z0XGZWrIZK5ZT,2025-09-23T14:00:00.000Z
1758621600000,manual,manual,,10.1,,OmRjC04BMOV8aZ847PXXgqLBfVYiYx$0$manual$manual$0,EQllWC6HZS6LTamg4Q7e39ijEIZ7i5,2025-09-23T10:00:00.000Z
1758607200000,manual,manual,,9.9,,OmRjC04BMOV8aZ847PXXgqLBfVYiYx$0$manual$manual$0,WEAqgUOyiwtA7fcjDNcoI7cAnJu73S,2025-09-23T06:00:00.000Z
1758592800000,manual,manual,,9.7,,OmRjC04BMOV8aZ847PXXgqLBfVYiYx$0$manual$manual$0,DTRQY7XVawydnVcyOMjMH56fS7FTyZ,2025-09-23T02:00:00.000Z
1758578400000,manual,manual,,9.7,,OmRjC04BMOV8aZ847PXXgqLBfVYiYx$0$manual$manual$0,WguSVQ87Ba9XDJE0q6pgYQoVW0M0si,2025-09-22T22:00:00.000Z
1758564000000,manual,manual,,10.9,,OmRjC04BMOV8aZ847PXXgqLBfVYiYx$0$manual$manual$0,h2b0YR22NU6nH03x7NWgIddXzjAryl,2025-09-22T18:00:00.000Z
1758549600000,manual,manual,,9.9,,OmRjC04BMOV8aZ847PXXgqLBfVYiYx$0$manual$manual$0,uSdUCLyBoqXxwkezeso3pofZRGSvjW,2025-09-22T14:00:00.000Z
1758535200000,manual,manual,,9.5,,OmRjC04BMOV8aZ847PXXgqLBfVYiYx$0$manual$manual$0,58ini4XuE4IBcCY8cXW2VX7P4CpNa6,2025-09-22T10:00:00.000Z
1758520800000,manual,manual,,9.6,,OmRjC04BMOV8aZ847PXXgqLBfVYiYx$0$manual$manual$0,TmVDUNrTguH6HDaTbg2u4IWA7965uh,2025-09-22T06:00:00.000Z
1758506400000,manual,manual,,10.8,,OmRjC04BMOV8aZ847PXXgqLBfVYiYx$0$manual$manual$0,SUwO8KlENRsFk58a2hDaEqWt4FyNXP,2025-09-22T02:00:00.000Z
1758492000000,manual,manual,,10.1,,OmRjC04BMOV8aZ847PXXgqLBfVYiYx$0$manual$manual$0,VwI39pDb2Y3ZCMMFNSd35WDrHJ2036,2025-09-21T22:00:00.000Z
1758477600000,manual,manual,,9.9,,OmRjC04BMOV8aZ847PXXgqLBfVYiYx$0$manual$manual$0,Kd8wSICTyJFm8xbggBwTqGpHKfcRp8,2025-09-21T18:00:00.000Z
1758463200000,manual,manual,,10.8,,OmRjC04BMOV8aZ847PXXgqLBfVYiYx$0$manual$manual$0,dVbYRafJJsltUIY15XFD04BxlQevSk,2025-09-21T14:00:00.000Z
1758448800000,manual,manual,,9.7,,OmRjC04BMOV8aZ847PXXgqLBfVYiYx$0$manual$manual$0,3viKWZFioPWHYxTEjKH4VhouZUNa64,2025-09-21T10:00:00.000Z
1758434400000,manual,manual,,9.9,,OmRjC04BMOV8aZ847PXXgqLBfVYiYx$0$manual$manual$0,lC5QELM7pFFrYP0Zc5DnIN6ZT7W5Uz,2025-09-21T06:00:00.000Z
1758420000000,manual,manual,,10.1,,OmRjC04BMOV8aZ847PXXgqLBfVYiYx$0$manual$manual$0,ecueNKdcXPsIywqsT04fLaV26HBXEX,2025-09-21T02:00:00.000Z
1758405600000,manual,manual,,9.9,,OmRjC04BMOV8aZ847PXXgqLBfVYiYx$0$manual$manual$0,ae96YohdYnzUXL06o0Di7QHxtWQHjd,2025-09-20T22:00:00.000Z
1758391200000,manual,manual,,10.1,,OmRjC04BMOV8aZ847PXXgqLBfVYiYx$0$manual$manual$0,FeNKKCVjHUpMVq5Dcjqq6V37Qgdjrl,2025-09-20T18:00:00.000Z
1758376800000,manual,manual,,10,,OmRjC04BMOV8aZ847PXXgqLBfVYiYx$0$manual$manual$0,YQORS6mP2aZsPJsWdVPvFd7frpbEbY,2025-09-20T14:00:00.000Z
1758362400000,manual,manual,,9.9,,OmRjC04BMOV8aZ847PXXgqLBfVYiYx$0$manual$manual$0,5ytC11PHnDUcNDW5h552lIU8UeuD3P,2025-09-20T10:00:00.000Z
