time,type,temp,comment,id,sg,__acc_reading_doc_id,__acc_reading_data_id,timepoint,ph,pressure
1662141600000,manual,19.7,,manual,,fvzCjhyjkVmNZnIIRwGkGhUHykeGvK$0$manual$manual$0,jeTqXUo9bl9MpHkkzKWg46PaJCZEo0,2022-09-02T18:00:00.000Z
1662127200000,manual,19.3,,manual,,fvzCjhyjkVmNZnIIRwGkGhUHykeGvK$0$manual$manual$0,9wl9BDWkOzYW54HccINuUEGCq0WO32,2022-09-02T14:00:00.000Z
1662112800000,manual,19.3,,manual,,fvzCjhyjkVmNZnIIRwGkGhUHykeGvK$0$manual$manual$0,Wp93cLRPzymvCv9DQiktChnFRrve5b,2022-09-02T10:00:00.000Z
1662098400000,manual,19.6,,manual,,fvzCjhyjkVmNZnIIRwGkGhUHykeGvK$0$manual$manual$0,kihoyA5efzrLZFdDbHo4BdleF67e1k,2022-09-02T06:00:00.000Z
1662084000000,manual,19.7,,manual,,fvzCjhyjkVmNZnIIRwGkGhUHykeGvK$0$manual$manual$0,tWWpJYCtOjI6U7O3ZPUZ7HiKEw9ZcI,2022-09-02T02:00:00.000Z
1662069600000,manual,19.7,,manual,,fvzCjhyjkVmNZnIIRwGkGhUHykeGvK$0$manual$manual$0,O3h0hkttfEYyWAv2l8q3xPsG3A20B2,2022-09-01T22:00:00.000Z
1662055200000,manual,19.5,,manual,,fvzCjhyjkVmNZnIIRwGkGhUHykeGvK$0$manual$manual$0,H6GX9w5xhLXRtBaYPvpmjhA3KSzxMx,2022-09-01T18:00:00.000Z
1662040800000,manual,19.2,,manual,,fvzCjhyjkVmNZnIIRwGkGhUHykeGvK$0$manual$manual$0,E5wmt6K3lC5q4MQcSiOIShwMiYzlgS,2022-09-01T14:00:00.000Z
1662026400000,manual,19.2,,manual,,fvzCjhyjkVmNZnIIRwGkGhUHykeGvK$0$manual$manual$0,1CID2yWMDsqrjLhUgfhPLrHvy43Hxl,2022-09-01T10:00:00.000Z
1662012000000,manual,19.5,,manual,,fvzCjhyjkVmNZnIIRwGkGhUHykeGvK$0$manual$manual$0,Xsq1vbYr2mfgHKu13bPpA3TEpHh6lM,2022-09-01T06:00:00.000Z
1661997600000,manual,19.7,,manual,,fvzCjhyjkVmNZnIIRwGkGhUHykeGvK$0$manual$manual$0,g19eh6zBMN7HZmrVpizuxGQ4J1ou9g,2022-09-01T02:00:00.000Z
1661983200000,manual,19.7,,manual,,fvzCjhyjkVmNZnIIRwGkGhUHykeGvK$0$manual$manual$0,iovrm9nOrJ724Etm97UYxbNEoiRVrW,2022-08-31T22:00:00.000Z
1661968800000,manual,19.5,,manual,,fvzCjhyjkVmNZnIIRwGkGhUHykeGvK$0$manual$manual$0,TAbCQu6Phe7RyQVSJFT1MN2Xxi7I7S,2022-08-31T18:00:00.000Z
1661954400000,manual,19.4,,manual,,fvzCjhyjkVmNZnIIRwGkGhUHykeGvK$0$manual$manual$0,DfQYRmUQyppcx9kf0y7nSjiSI1ItBC,2022-08-31T14:00:00.000Z
1661940000000,manual,19.4,,manual,,fvzCjhyjkVmNZnIIRwGkGhUHykeGvK$0$manual$manual$0,FIOUko9BdHFZWzU3ju6hw6Ej0YVXaz,2022-08-31T10:00:00.000Z
1661925600000,manual,19.7,,manual,,fvzCjhyjkVmNZnIIRwGkGhUHykeGvK$0$manual$manual$0,4UPTTckplOrx5UkFr8LVpf5KTWA15v,2022-08-31T06:00:00.000Z
1661911200000,manual,19.8,,manual,,fvzCjhyjkVmNZnIIRwGkGhUHykeGvK$0$manual$manual$0,f3NLyYXI63FIjSfB04as9Txyt3GABM,2022-08-31T02:00:00.000Z
1661896800000,manual,19.8,,manual,,fvzCjhyjkVmNZnIIRwGkGhUHykeGvK$0$manual$manual$0,4ay3uo3Jfg6W0PvPLIGtATnPP5ZP7Y,2022-08-30T22:00:00.000Z
