id,time,sg,type,temp,comment,__acc_reading_doc_id,__acc_reading_data_id,timepoint,ph,pressure
manual,1645898400000,,manual,16.8,,TjtwdVQupuNBdoluPdPMKXCyuffTpq$0$manual$manual$0,zBakRTzf0RYMt1q3IUAs4bAdqAcQ61,2022-02-26T18:00:00.000Z
manual,1645887600000,,manual,16.8,,TjtwdVQupuNBdoluPdPMKXCyuffTpq$0$manual$manual$0,BO1GJffZXNICteVNJWBoqH3ljuXUiw,2022-02-26T15:00:00.000Z
manual,1645873200000,,manual,17,,TjtwdVQupuNBdoluPdPMKXCyuffTpq$0$manual$manual$0,pXKPKhaY1OLe8zicPQNCmN2z8Nr1Bz,2022-02-26T11:00:00.000Z
manual,1645858800000,,manual,16.4,,TjtwdVQupuNBdoluPdPMKXCyuffTpq$0$manual$manual$0,GkQrLzkvytBgcHyrB2g4xhhwk78QkJ,2022-02-26T07:00:00.000Z
manual,1645844400000,,manual,17.4,,TjtwdVQupuNBdoluPdPMKXCyuffTpq$0$manual$manual$0,Jj1vclsoRupVECta5slJ6g90zvGXjx,2022-02-26T03:00:00.000Z
manual,1645830000000,,manual,16.5,,TjtwdVQupuNBdoluPdPMKXCyuffTpq$0$manual$manual$0,otWpp5LM4lDXMxDarq9i83PZzcqvVZ,2022-02-25T23:00:00.000Z
manual,1645815600000,,manual,17.4,,TjtwdVQupuNBdoluPdPMKXCyuffTpq$0$manual$manual$0,mL18GdSfew6K1w6yZFOyLzgCa9fxEX,2022-02-25T19:00:00.000Z
manual,1645801200000,,manual,16.5,,TjtwdVQupuNBdoluPdPMKXCyuffTpq$0$manual$manual$0,gKHm7rOLPLSAkS5F3KmNdDvzRt7tK0,2022-02-25T15:00:00.000Z
manual,1645786800000,,manual,17,,TjtwdVQupuNBdoluPdPMKXCyuffTpq$0$manual$manual$0,8aN6jvocJkTsvpEK911Zr0iuThBGkE,2022-02-25T11:00:00.000Z
manual,1645772400000,,manual,16.5,,TjtwdVQupuNBdoluPdPMKXCyuffTpq$0$manual$manual$0,PZjzAOdtmE8FL8fC3oEDjH6yqGDlRh,2022-02-25T07:00:00.000Z
manual,1645758000000,,manual,17.1,,TjtwdVQupuNBdoluPdPMKXCyuffTpq$0$manual$manual$0,yg2pYpJkfQneUSKHtON5sq9RH12GKY,2022-02-25T03:00:00.000Z
manual,1645743600000,,manual,16.5,,TjtwdVQupuNBdoluPdPMKXCyuffTpq$0$manual$manual$0,hp6RUH9BRatz4DdsMsXxh9pUaagJdM,2022-02-24T23:00:00.000Z
manual,1645729200000,,manual,17,,TjtwdVQupuNBdoluPdPMKXCyuffTpq$0$manual$manual$0,dNovb0bVISqSuJjq6EmrG7uyZohPHX,2022-02-24T19:00:00.000Z
manual,1645714800000,,manual,16.8,,TjtwdVQupuNBdoluPdPMKXCyuffTpq$0$manual$manual$0,wranq4VAbnMOXO009RWQ5Cu4Ggj1St,2022-02-24T15:00:00.000Z
manual,1645700400000,,manual,16.8,,TjtwdVQupuNBdoluPdPMKXCyuffTpq$0$manual$manual$0,6NzXRU17OAU3xjU2k6d1MVvxc21AEM,2022-02-24T11:00:00.000Z
manual,1645686000000,,manual,17.4,,TjtwdVQupuNBdoluPdPMKXCyuffTpq$0$manual$manual$0,iiygDKqckXEEXcOm3LagqQ7KWcdqGM,2022-02-24T07:00:00.000Z
manual,1645671600000,,manual,16.5,,TjtwdVQupuNBdoluPdPMKXCyuffTpq$0$manual$manual$0,RJ0HVnJSAESn3FN1q1iNK3ltqj1jOL,2022-02-24T03:00:00.000Z
manual,1645657200000,,manual,17.4,,TjtwdVQupuNBdoluPdPMKXCyuffTpq$0$manual$manual$0,30Ptz1QbSuiamGia6e82Woz5gV42Ie,2022-02-23T23:00:00.000Z
manual,1645642800000,,manual,16.8,,TjtwdVQupuNBdoluPdPMKXCyuffTpq$0$manual$manual$0,coRYIpKbaukm3dbcrWj8iuDJ7WQ8C2,2022-02-23T19:00:00.000Z
manual,1645628400000,,manual,16.9,,TjtwdVQupuNBdoluPdPMKXCyuffTpq$0$manual$manual$0,9JZP8llWonthUzlnWoi0PHoqGM0opg,2022-02-23T15:00:00.000Z
manual,1645614000000,,manual,17.5,,TjtwdVQupuNBdoluPdPMKXCyuffTpq$0$manual$manual$0,5xgs5WXfN2NyJhrHPQJzqt60j5J9N7,2022-02-23T11:00:00.000Z
manual,1645599600000,,manual,16.6,,TjtwdVQupuNBdoluPdPMKXCyuffTpq$0$manual$manual$0,sdFSSa00GltIE7TGhsyZBd10kBeOQu,2022-02-23T07:00:00.000Z
manual,1645585200000,,manual,17.5,,TjtwdVQupuNBdoluPdPMKXCyuffTpq$0$manual$manual$0,5i6YXGEvBX2Pci6EZBnmmrRmGiDP3j,2022-02-23T03:00:00.000Z
manual,1645570800000,,manual,16.5,,TjtwdVQupuNBdoluPdPMKXCyuffTpq$0$manual$manual$0,KHiPm5YA7WdFzZfBxs29wnwJfBv2hv,2022-02-22T23:00:00.000Z
