temp,time,type,sg,id,comment,__acc_reading_doc_id,__acc_reading_data_id,timepoint,pressure,ph
14.5,1678658400000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,yyrKCLdKtGvdohHGHjf554rh58KiSa,2023-03-12T22:00:00.000Z
14.7,1678647600000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,YVEYXGQhd3RoukwsZERfqVMIIQqd9f,2023-03-12T19:00:00.000Z
14.6,1678633200000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,50kF4wVB3W40XmeqvSvtyRBwKVvoTp,2023-03-12T15:00:00.000Z
14.1,1678620600000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,qF7xDLX2hb2GYd5aZYPEeNqytk5AZv,2023-03-12T11:30:00.000Z
14.7,1678608000000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,81t6GU6bp5VNt0CsNWThFXmxgQP7sy,2023-03-12T08:00:00.000Z
14.4,1678573800000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,Hkw5pMk5Poap1PiXG0LeWQ3VDQI3JB,2023-03-11T22:30:00.000Z
14.2,1678546800000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,m0uHLjUt6cQvMef2ChoRHp6Gmfimwj,2023-03-11T15:00:00.000Z
14.2,1678527000000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,QTstKd3pRHCbQwH6uNntxAqOoLyAWj,2023-03-11T09:30:00.000Z
14.2,1678488300000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,WXCTJRY4omScylwxgpGijlYzuLhI9a,2023-03-10T22:45:00.000Z
14.4,1678474800000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,JS17hNslMzoD8M63UezIcMUcVVMueP,2023-03-10T19:00:00.000Z
14.4,1678428000000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,1KaGqmOjlLiFg5QfxdLwUeLwpbxD97,2023-03-10T06:00:00.000Z
14,1678402800000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,svy8ae344AeDrqMVtSXsUo8WmZpp5A,2023-03-09T23:00:00.000Z
14.9,1678374000000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,jfZOZ1eNoS0BaVz7uKCwSOEKwujF1o,2023-03-09T15:00:00.000Z
14.1,1678361400000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,y2dUyn1xfP9kHXjEq8YI3AWpNwmxpP,2023-03-09T11:30:00.000Z
14.5,1678345200000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,adEf29vqfNKC2Hc0LDLtL29aaMJwgb,2023-03-09T07:00:00.000Z
14.5,1678315500000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,pqY01plmO2NGdeMKjHp2ttfL0J4Ue7,2023-03-08T22:45:00.000Z
14.7,1678294800000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,XEi9TtJI8VlsVwf1WgOM2AaowvHVq7,2023-03-08T17:00:00.000Z
14.1,1678255200000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,G8lCGSwpdJP6MUdmoQqSS7RxP5jRrT,2023-03-08T06:00:00.000Z
14.7,1678224600000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,zJ7RKhKKjmrX9TtlZYOWKP5qWLf0D6,2023-03-07T21:30:00.000Z
14.1,1678208400000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,Jj0VwpWv70ookJzAwq0g9mBHUJ0HXF,2023-03-07T17:00:00.000Z
14.2,1678183200000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,IIKdxeFuYSkgrFAvzrymXOQk57FaBp,2023-03-07T10:00:00.000Z
14.6,1677672000000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,sfyJactKIkJCXvYIfEAYxUoNQ2GzQG,2023-03-01T12:00:00.000Z
14.5,1677654000000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,SY74XMvNBMfUteBpMMESAfxBQpepnT,2023-03-01T07:00:00.000Z
14.4,1677624300000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,ZH7zF8i1XPxJmqw5Pp6oPwiQDHSr5b,2023-02-28T22:45:00.000Z
14.4,1677603600000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,MKT9b6sI7ellXht9jAfH5qw1EpMOFY,2023-02-28T17:00:00.000Z
14.4,1677567600000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,LQqQ0UYPkdZHnrGawUf1Uff7aeaLuH,2023-02-28T07:00:00.000Z
14.2,1677531600000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,AVEO1uRhkpcryLDPoGm3uFFToJxz2T,2023-02-27T21:00:00.000Z
14.2,1677517200000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,l9MTqVjLSF7I7RkQmUhG3AOzecf9oE,2023-02-27T17:00:00.000Z
14.2,1677479400000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,KYKORU3HzDkX1y6AaiQgu8HARxd3FM,2023-02-27T06:30:00.000Z
14,1677436200000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,zkpohNeNty9ICTIYCwgMh3bMO2bIx6,2023-02-26T18:30:00.000Z
14.8,1677421800000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,P8EOmcV5o7czwMA8L4g5rsTzCH20Ig,2023-02-26T14:30:00.000Z
14.3,1677398400000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,v5jsgqAQ2SQ2VIJLg3EO4y43ZmjcyW,2023-02-26T08:00:00.000Z
14.3,1677360600000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,e3W9RwMAbkfEIptRiscIm2iOZ7ysSW,2023-02-25T21:30:00.000Z
14.4,1677337200000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,PYCjaPXJIkUG3gmobTTCuIByRoSD21,2023-02-25T15:00:00.000Z
14.7,1677306600000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,fuuZ6R8CII1QdmQNsf1ciiPhvler0l,2023-02-25T06:30:00.000Z
14,1677272400000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,A0nvA0aM5AbzgVGy8ilubgiSO4biGl,2023-02-24T21:00:00.000Z
14.9,1677258000000,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,XjB46KBRqTsBqhOsXETsAlJNtXyj2F,2023-02-24T17:00:00.000Z
14.7,1677220240142,manual,,manual,,8lw45EtgnpWYKWyRhA9AuNnDeKI0yc$0$manual$manual$0,eTHguNBTTbZcnvHeMy5X7wqYdmFD6H,2023-02-24T06:30:40.142Z
