comment,sg,id,time,type,temp,__acc_reading_doc_id,__acc_reading_data_id,timepoint,pressure,ph
,,manual,1687701600000,manual,16.8,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,9r667hXlc1aR2zZ9r9IsF3fJTHFIDf,2023-06-25T14:00:00.000Z
,,manual,1687687200000,manual,16.6,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,NWMlmQt0SsjsF9I0itHly0dUAfUgim,2023-06-25T10:00:00.000Z
,,manual,1687672800000,manual,18,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,RPCkB566q7nyQ8bJCwccoQHGpf2Of3,2023-06-25T06:00:00.000Z
,,manual,1687658400000,manual,17,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,1igtl0LG93Zg3dr3vpM3tkMDKLvBbx,2023-06-25T02:00:00.000Z
,,manual,1687644000000,manual,16.3,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,pLUoY2rTYupoXPaVM1YGKxWVbrmybJ,2023-06-24T22:00:00.000Z
,,manual,1687629600000,manual,17,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,F1IXm27j9kP4BedgdpiQpuhyqHB0ob,2023-06-24T18:00:00.000Z
,,manual,1687615200000,manual,16.7,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,zHznUE6xo5DQWozM5R3uGUuDCv1cyr,2023-06-24T14:00:00.000Z
,,manual,1687600800000,manual,17.1,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,BPlgNs1tsK1Ii3jtgd4AQSbZnpJk35,2023-06-24T10:00:00.000Z
,,manual,1687586400000,manual,16.5,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,GAUYH5xJRa4QyEauhoaA4ZQo6ypd6z,2023-06-24T06:00:00.000Z
,,manual,1687572000000,manual,16.4,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,p212GjHQuD3mmcR61cBJJo713h51Qz,2023-06-24T02:00:00.000Z
,,manual,1687557600000,manual,17.4,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,9ZhG9Knf6DPUYIrBnt8g97uokGo3in,2023-06-23T22:00:00.000Z
,,manual,1687543200000,manual,16.4,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,jzUotb2qEjb2ZKT39eUZqj1wykkNX4,2023-06-23T18:00:00.000Z
,,manual,1687528800000,manual,17.7,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,Roph01ylpL9Tg4lbQyA1TXqB1jD363,2023-06-23T14:00:00.000Z
,,manual,1687514400000,manual,16.7,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,I6aXy72NAAX0EGqYXWCvJA6XdpE72Q,2023-06-23T10:00:00.000Z
,,manual,1687500000000,manual,16.2,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,f7j9o8I3fith5jDrM2xjdfVbjneG8Z,2023-06-23T06:00:00.000Z
,,manual,1687485600000,manual,16.3,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,znsYYv2N6zdjRlU3ix2YxV7S5zlMrA,2023-06-23T02:00:00.000Z
,,manual,1687471200000,manual,17.6,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,QNJJVyTox1vYMgfAwoM4vHc9oNJCBk,2023-06-22T22:00:00.000Z
,,manual,1687456800000,manual,16.7,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,bGheXeIj7BqpdchWhOmpJ9FqhEHBYZ,2023-06-22T18:00:00.000Z
,,manual,1687442400000,manual,16.5,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,Ma0DE25BDBjO2wfRSaDomIgXABE9Eo,2023-06-22T14:00:00.000Z
,,manual,1687428000000,manual,17.3,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,7yhMFiyUUlhLywI640mrdRHq533ILO,2023-06-22T10:00:00.000Z
,,manual,1687413600000,manual,16.7,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,aOwdl57TcmxH8ok1lGejuhO2er7myi,2023-06-22T06:00:00.000Z
,,manual,1687399200000,manual,16.3,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,oICRsEZpU2C8ucnptkK2TEtAj7WGJj,2023-06-22T02:00:00.000Z
,,manual,1687384800000,manual,17.7,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,DxXYMG1fnBnq2ThCJbrpoahbRU0v7Y,2023-06-21T22:00:00.000Z
,,manual,1687370400000,manual,16.6,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,IBsyh5eBWG9X3oT4J4aFdV7T5m43Oy,2023-06-21T18:00:00.000Z
,,manual,1687356000000,manual,18,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,FDIwkLdGIg1wv9KuepgzttT4fgcjOS,2023-06-21T14:00:00.000Z
,,manual,1687341600000,manual,16.9,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,l8CXu3d88ZoRv1tE0Xce6G6BcRLIiE,2023-06-21T10:00:00.000Z
,,manual,1687327200000,manual,16.5,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,aP2uV6axjwO4ri68sMfOqMqQp208le,2023-06-21T06:00:00.000Z
,,manual,1687312800000,manual,17.8,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,Oj3DlgQkU9kpbGXe5i48gb5u4dHYcl,2023-06-21T02:00:00.000Z
,,manual,1687298400000,manual,16.8,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,jYoVGwtRbhyo4KKbTlvkXze8rFERci,2023-06-20T22:00:00.000Z
,,manual,1687284000000,manual,16.5,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,nyjM6xijaSOrzlpMsp2BXiwTj9MdNB,2023-06-20T18:00:00.000Z
,,manual,1687269600000,manual,16.8,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,xPvYOrYyKl0giYQC2PpO1PW3VevHvP,2023-06-20T14:00:00.000Z
,,manual,1687255200000,manual,17.1,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,bD6qxyn5dw3rCqAvbgoExBeQtidzPJ,2023-06-20T10:00:00.000Z
,,manual,1687240800000,manual,17.4,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,pbZtBpOTNvISD3DJiYIFhbcARwYupT,2023-06-20T06:00:00.000Z
,,manual,1687226400000,manual,16.6,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,z3ESaZ0IKsfrzY7ZN3MPMV6vTuXJpP,2023-06-20T02:00:00.000Z
,,manual,1687212000000,manual,16.8,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,CABZdxrXqRmQWvAa7zcn1XYCsu9nVh,2023-06-19T22:00:00.000Z
,,manual,1687197600000,manual,17,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,TZttN3Nf8toQ3Z8iWzBlxjO6pUCHMR,2023-06-19T18:00:00.000Z
,,manual,1687183200000,manual,16.5,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,j2eUrKBin0J3olT3JFezLtjjAteODH,2023-06-19T14:00:00.000Z
,,manual,1687168800000,manual,17.5,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,tXYF853jH3ffxvz7MnOjBBK5YCYbCl,2023-06-19T10:00:00.000Z
,,manual,1687154400000,manual,16.6,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,7caGgTCeyCa0plXZS52I6hjWrdbRgq,2023-06-19T06:00:00.000Z
,,manual,1687140000000,manual,16.4,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,awRQN4PXiIfbote6gyh8Z1RMhod5Sh,2023-06-19T02:00:00.000Z
,,manual,1687125600000,manual,17.3,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,jYA19N9Jm19WM4khOjCfeu9hcvN6Pf,2023-06-18T22:00:00.000Z
,,manual,1687111200000,manual,16.5,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,lRDnfl3Uj0osGDXCQwAS63ET7cOXpa,2023-06-18T18:00:00.000Z
,,manual,1687096800000,manual,17.7,fn6w475syZAL7trUSK9NdRze2V0IRV$0$manual$manual$0,ELZS2xFeDP5yvwHOaNtzIDkuNVr2ok,2023-06-18T14:00:00.000Z
