type,time,comment,sg,temp,id,__acc_reading_doc_id,__acc_reading_data_id,timepoint,ph,pressure
manual,1667160000000,,,18,manual,fVLjpcZC0ycJ3Ja2KN3WH1jtQJu0bv$0$manual$manual$0,R0phBcmgw4Qs4ewSMwgIhQH5rfVRuV,2022-10-30T20:00:00.000Z
manual,1667149200000,,,18,manual,fVLjpcZC0ycJ3Ja2KN3WH1jtQJu0bv$0$manual$manual$0,tc2apRaigfENI13YZlqNvYvCkXw1rn,2022-10-30T17:00:00.000Z
manual,1666927800000,,,18.4,manual,fVLjpcZC0ycJ3Ja2KN3WH1jtQJu0bv$0$manual$manual$0,c6wFksTvhCNbYCL9QpurtxlWEPL6Ac,2022-10-28T03:30:00.000Z
manual,1666899900000,,,18.2,manual,fVLjpcZC0ycJ3Ja2KN3WH1jtQJu0bv$0$manual$manual$0,I02dDRpGFNd0nXky56gWtRBViYi0xH,2022-10-27T19:45:00.000Z
manual,1666881000000,,,18.8,manual,fVLjpcZC0ycJ3Ja2KN3WH1jtQJu0bv$0$manual$manual$0,6BOQjBoC84tJky4pNb1GIlAJEE0Oov,2022-10-27T14:30:00.000Z
manual,1666849500000,,,18.7,manual,fVLjpcZC0ycJ3Ja2KN3WH1jtQJu0bv$0$manual$manual$0,NgC0LmDKTw4JWTqZSVKogN8pUAjI2A,2022-10-27T05:45:00.000Z
manual,1666819800000,,,18.5,manual,fVLjpcZC0ycJ3Ja2KN3WH1jtQJu0bv$0$manual$manual$0,nOXerJlcLILngvHDDPcKD6A7dOej1A,2022-10-26T21:30:00.000Z
manual,1666795500000,,,18.4,manual,fVLjpcZC0ycJ3Ja2KN3WH1jtQJu0bv$0$manual$manual$0,wQ149VSYsch4aaUNv1cpMMA4BJKf7z,2022-10-26T14:45:00.000Z
manual,1666760400000,,,18.5,manual,fVLjpcZC0ycJ3Ja2KN3WH1jtQJu0bv$0$manual$manual$0,nH6vOfvhfAvdMIfI9suSBcDSRiHKUj,2022-10-26T05:00:00.000Z
manual,1666733400000,,,18.5,manual,fVLjpcZC0ycJ3Ja2KN3WH1jtQJu0bv$0$manual$manual$0,7iOU1hGsVucWb2e1RrXFFMCh6v3y5T,2022-10-25T21:30:00.000Z
manual,1666711800000,,,18.4,manual,fVLjpcZC0ycJ3Ja2KN3WH1jtQJu0bv$0$manual$manual$0,l9z4UAg6jT3JiTJcBepthnam21MUbw,2022-10-25T15:30:00.000Z
manual,1666674900000,,,18.7,manual,fVLjpcZC0ycJ3Ja2KN3WH1jtQJu0bv$0$manual$manual$0,LXKAn5TGYqsshAhjRAXbz9Nf8DheHI,2022-10-25T05:15:00.000Z
manual,1666636200000,,,18.9,manual,fVLjpcZC0ycJ3Ja2KN3WH1jtQJu0bv$0$manual$manual$0,eXAKF1L8GsfDZLbOqq6we7h7bWR4eV,2022-10-24T18:30:00.000Z
manual,1666615503535,,,18.9,manual,fVLjpcZC0ycJ3Ja2KN3WH1jtQJu0bv$0$manual$manual$0,PNKJbSpei72unSC9LbGYxo7TJol5vA,2022-10-24T12:45:03.535Z
