type,time,temp,sg,id,comment,__acc_reading_doc_id,__acc_reading_data_id,timepoint,ph,pressure
manual,1645898400000,16.8,,manual,,VTzQB3CCaXlzW3fcbBxKd2As1AZoVm$0$manual$manual$0,CpUyhnYtB0jJeVe6nI9Lmp7NettyyZ,2022-02-26T18:00:00.000Z
manual,1645887600000,16.8,,manual,,VTzQB3CCaXlzW3fcbBxKd2As1AZoVm$0$manual$manual$0,5H4K98n0vJ95o17cdO67GrZU1t2lxj,2022-02-26T15:00:00.000Z
manual,1645873200000,17,,manual,,VTzQB3CCaXlzW3fcbBxKd2As1AZoVm$0$manual$manual$0,FxcBo7m5ziSe08r84PiD4LkCvQbVFk,2022-02-26T11:00:00.000Z
manual,1645858800000,16.4,,manual,,VTzQB3CCaXlzW3fcbBxKd2As1AZoVm$0$manual$manual$0,YtXKjF2Crw1gWfl2ImruNCczrZzfbF,2022-02-26T07:00:00.000Z
manual,1645844400000,17.4,,manual,,VTzQB3CCaXlzW3fcbBxKd2As1AZoVm$0$manual$manual$0,jwB4fcl8OUWaA2qufUTT0GbV7hbiHp,2022-02-26T03:00:00.000Z
manual,1645830000000,16.5,,manual,,VTzQB3CCaXlzW3fcbBxKd2As1AZoVm$0$manual$manual$0,6HHlG9zI6wzRczoA5Ua3bJbVKhZvYv,2022-02-25T23:00:00.000Z
manual,1645815600000,17.4,,manual,,VTzQB3CCaXlzW3fcbBxKd2As1AZoVm$0$manual$manual$0,6RPhgS0mr0NfYflW2to7hGfZjHBx5y,2022-02-25T19:00:00.000Z
manual,1645801200000,16.5,,manual,,VTzQB3CCaXlzW3fcbBxKd2As1AZoVm$0$manual$manual$0,mElPjmjDc31MfIZsG5T1DiKeGbjK9r,2022-02-25T15:00:00.000Z
manual,1645786800000,17,,manual,,VTzQB3CCaXlzW3fcbBxKd2As1AZoVm$0$manual$manual$0,0eoEyyfo8n3etBYmCrlW1wy1Elvaj6,2022-02-25T11:00:00.000Z
manual,1645772400000,16.5,,manual,,VTzQB3CCaXlzW3fcbBxKd2As1AZoVm$0$manual$manual$0,KkMCSPXWrkbxNfbrgJBdEsyRH7pHWW,2022-02-25T07:00:00.000Z
manual,1645758000000,17.1,,manual,,VTzQB3CCaXlzW3fcbBxKd2As1AZoVm$0$manual$manual$0,yGX0h275rHoWkVGMH13jGsbG7YdCNH,2022-02-25T03:00:00.000Z
manual,1645743600000,16.5,,manual,,VTzQB3CCaXlzW3fcbBxKd2As1AZoVm$0$manual$manual$0,4aZV2y7aLW0xuFb29kcHK7PrDjf1od,2022-02-24T23:00:00.000Z
manual,1645729200000,17,,manual,,VTzQB3CCaXlzW3fcbBxKd2As1AZoVm$0$manual$manual$0,QIWiqYO7POuKDgC9kkhEXcL9Uh6NCR,2022-02-24T19:00:00.000Z
manual,1645714800000,16.8,,manual,,VTzQB3CCaXlzW3fcbBxKd2As1AZoVm$0$manual$manual$0,xnBd8VSNllI5j4XSxvQXWL0eGgEBeT,2022-02-24T15:00:00.000Z
manual,1645700400000,16.8,,manual,,VTzQB3CCaXlzW3fcbBxKd2As1AZoVm$0$manual$manual$0,0H4EDcfkSNgJa44wIr22SffbmDZsow,2022-02-24T11:00:00.000Z
manual,1645686000000,17.4,,manual,,VTzQB3CCaXlzW3fcbBxKd2As1AZoVm$0$manual$manual$0,L6TfUEfkBhSyJUnmEMYrHFGgbfNh62,2022-02-24T07:00:00.000Z
manual,1645671600000,16.5,,manual,,VTzQB3CCaXlzW3fcbBxKd2As1AZoVm$0$manual$manual$0,3DG3ijngpRMKw0XveFvZjRtCdr3X8k,2022-02-24T03:00:00.000Z
manual,1645657200000,17.4,,manual,,VTzQB3CCaXlzW3fcbBxKd2As1AZoVm$0$manual$manual$0,OWM2uMgDaiKkujBFT53wnIdTEd6Lxc,2022-02-23T23:00:00.000Z
manual,1645642800000,16.8,,manual,,VTzQB3CCaXlzW3fcbBxKd2As1AZoVm$0$manual$manual$0,kph2VJOw8hHQ8nDhxXDet9fYgaouF0,2022-02-23T19:00:00.000Z
