temp,sg,time,id,type,comment,__acc_reading_doc_id,__acc_reading_data_id,timepoint,pressure,ph
16.9,,1737758700000,manual,manual,,2cpKk8vcfwsexlCwQhHdP6BAiC3K1M$0$manual$manual$0,ifWmqSXAz8azd3Zu89PPjeIJqCfvy7,2025-01-24T22:45:00.000Z
17.3,,1737745200000,manual,manual,,2cpKk8vcfwsexlCwQhHdP6BAiC3K1M$0$manual$manual$0,CpPe5qLMxRpKbx9jRzp4S5dB75Eulb,2025-01-24T19:00:00.000Z
17.4,,1737730800000,manual,manual,,2cpKk8vcfwsexlCwQhHdP6BAiC3K1M$0$manual$manual$0,FImrTiEEPIMCyreHmzsE1eJDyrxXo6,2025-01-24T15:00:00.000Z
17.2,,1737716400000,manual,manual,,2cpKk8vcfwsexlCwQhHdP6BAiC3K1M$0$manual$manual$0,Edb4v39RdVppi3iJPeWLKEmyMT4Z2O,2025-01-24T11:00:00.000Z
16.9,,1737702000000,manual,manual,,2cpKk8vcfwsexlCwQhHdP6BAiC3K1M$0$manual$manual$0,KeQMNrfvgIYmhEi08cjMCf9oTQ5caM,2025-01-24T07:00:00.000Z
16.9,,1737687600000,manual,manual,,2cpKk8vcfwsexlCwQhHdP6BAiC3K1M$0$manual$manual$0,PasNMXYEMagYmvFdJQcTdJ53SS2LCQ,2025-01-24T03:00:00.000Z
16.5,,1737673200000,manual,manual,,2cpKk8vcfwsexlCwQhHdP6BAiC3K1M$0$manual$manual$0,QuMnUZpZJHJuIswt2qzEj1JlgHKrok,2025-01-23T23:00:00.000Z
16.7,,1737658800000,manual,manual,,2cpKk8vcfwsexlCwQhHdP6BAiC3K1M$0$manual$manual$0,O7IYdLAEO3NutLY5uHHraIL098arJ0,2025-01-23T19:00:00.000Z
16.7,,1737644400000,manual,manual,,2cpKk8vcfwsexlCwQhHdP6BAiC3K1M$0$manual$manual$0,84I5GTHezEckJE5wrAqoTocgfnWabM,2025-01-23T15:00:00.000Z
16.6,,1737630000000,manual,manual,,2cpKk8vcfwsexlCwQhHdP6BAiC3K1M$0$manual$manual$0,ycxHSwdHMDkJ9Kvq5oB3mHHBKMeVr1,2025-01-23T11:00:00.000Z
17,,1737615600000,manual,manual,,2cpKk8vcfwsexlCwQhHdP6BAiC3K1M$0$manual$manual$0,tgQHbOYpEVCMrAj6Zh6mBDUjIiAOHn,2025-01-23T07:00:00.000Z
17.2,,1737601200000,manual,manual,,2cpKk8vcfwsexlCwQhHdP6BAiC3K1M$0$manual$manual$0,1S79O8yhwgqc1271Gctb9eKbTsxYRu,2025-01-23T03:00:00.000Z
17,,1737586800000,manual,manual,,2cpKk8vcfwsexlCwQhHdP6BAiC3K1M$0$manual$manual$0,t16e2BkefD7h5MYGCvmpLcGthJ2FPV,2025-01-22T23:00:00.000Z
16.8,,1737572400000,manual,manual,,2cpKk8vcfwsexlCwQhHdP6BAiC3K1M$0$manual$manual$0,Cvms5SgQSp62Rqcpdlijn0dQerRC8N,2025-01-22T19:00:00.000Z
17.2,,1737558000000,manual,manual,,2cpKk8vcfwsexlCwQhHdP6BAiC3K1M$0$manual$manual$0,tlAHmD38rB3qnw8KZH47lrcCExdIAZ,2025-01-22T15:00:00.000Z
16.9,,1737543600000,manual,manual,,2cpKk8vcfwsexlCwQhHdP6BAiC3K1M$0$manual$manual$0,8HqcG6SRA2fyLeGcBqgQyzfebZfzkj,2025-01-22T11:00:00.000Z
17.3,,1737529200000,manual,manual,,2cpKk8vcfwsexlCwQhHdP6BAiC3K1M$0$manual$manual$0,imV55K9i0JZwHSf6WDJlN62YZrSRu7,2025-01-22T07:00:00.000Z
17.4,,1737514800000,manual,manual,,2cpKk8vcfwsexlCwQhHdP6BAiC3K1M$0$manual$manual$0,deKaJYXpyoUVzAP286Y1J1bLq4JCBG,2025-01-22T03:00:00.000Z
17.3,,1737500400000,manual,manual,,2cpKk8vcfwsexlCwQhHdP6BAiC3K1M$0$manual$manual$0,x9qckKJUJrDH0JB1aflywqykbIXjcQ,2025-01-21T23:00:00.000Z
17.2,,1737486000000,manual,manual,,2cpKk8vcfwsexlCwQhHdP6BAiC3K1M$0$manual$manual$0,jT1Sy8gJ4EKQThOOFCBL1Y6z03dcoU,2025-01-21T19:00:00.000Z
